1.4512,1.271,1.7665,-22
1.452,1.2716,1.7669,-22
1.4506,1.2705,1.766,-22
1.4486,1.2688,1.7645,-22
1.4458,1.2666,1.7625,-22
1.442,1.2635,1.7597,-22
1.4315,1.2552,1.7519,-22
1.4185,1.2449,1.7421,-22
1.4106,1.2387,1.736,-22
1.393,1.2251,1.7223,-22
1.3825,1.2172,1.7139,-22
1.3721,1.2094,1.7055,-22
1.3605,1.2008,1.696,-22
1.3337,1.1817,1.6733,-22
1.9874,1.1614,1.6471,0
1.9726,1.1523,1.6344,0
1.9544,1.1417,1.6184,0
1.9117,1.1123,1.5909,0
1.9117,1.1123,1.5909,0
1.8455,1.0688,1.5497,0
1.7997,1.0403,1.5223,0
1.7997,1.0403,1.5223,0
1.7232,1.0571,1.479,0
1.7232,1.0571,1.479,0
2.3263,0.981,1.8121,0
2.3263,0.981,1.8121,0
2.2921,0.9516,1.7852,0
2.2273,0.8968,1.7349,0
2.1665,0.8472,1.6888,0
2.1375,0.8242,1.6672,0
2.0761,0.7771,1.6222,0
2.0761,0.7771,1.6222,0
1.9865,0.7132,1.5589,0
1.9539,0.6917,1.5367,0
2.5837,0.6561,1.4979,0
2.5837,0.6561,1.4979,0
2.5186,1.1714,1.4574,0
2.4547,1.1154,1.4197,0
2.4547,1.1154,1.4197,0
2.3646,1.0382,1.3703,0
2.3646,1.0382,1.3703,0
2.274,0.9635,1.6964,0
2.274,0.9635,1.6964,0
2.1843,0.8933,1.6251,0
2.1843,0.8933,1.6251,0
2.67,0.8287,1.5569,0
2.6399,0.8082,1.5344,0
2.6111,0.7894,1.5133,0
2.5499,0.7518,1.4694,0
2.5213,1.2919,1.4494,0
2.4594,1.2367,1.4074,0
2.5405,1.2124,1.3892,0
2.4796,1.1604,1.3512,0
2.4796,1.1604,1.3512,0
2.3902,1.0864,1.2992,0
2.3902,1.0864,1.2992,0
2.8076,1.0053,1.6313,0
2.7438,0.959,1.5799,0
2.7151,0.939,1.5571,0
2.7151,0.939,1.5571,0
2.6219,0.8779,1.4846,0
2.591,0.8591,1.4611,0
2.5314,1.3716,1.4169,0
2.5314,1.3716,1.4169,0
2.4383,1.2918,1.3506,0
2.4074,1.2657,1.3294,0
2.3788,1.2419,1.3103,0
2.3197,1.1936,1.2719,0
2.2914,1.171,1.2543,0
2.8695,1.1249,1.2191,0
2.8388,1.1024,1.2023,0
2.7747,1.0571,1.5741,0
2.7747,1.0571,1.5741,0
2.6827,0.996,1.4986,0
2.6827,0.996,1.4986,0
2.5918,0.9413,1.4262,0
2.5918,0.9413,1.4262,0
2.4977,1.4134,1.3539,0
2.4977,1.4134,1.3539,0
2.4034,1.3364,1.2848,0
2.4034,1.3364,1.2848,0
2.3371,1.2839,1.2385,0
2.3069,1.2606,1.2182,0
2.2452,1.2139,1.1781,0
2.2151,1.1917,1.1593,0
2.1511,1.146,1.1214,0
2.0924,1.1061,1.0891,0
2.0924,1.1061,1.0891,0
2.641,1.0496,1.433,0
2.641,1.0496,1.433,0
2.6074,1.0306,1.4054,0
2.5471,1.5234,1.3567,0
2.512,1.495,1.3288,0
2.4432,1.4404,1.2753,0
2.3808,1.3921,1.2284,0
2.352,1.3703,1.2073,0
2.352,1.3703,1.2073,0
2.2589,1.3016,1.1415,0
2.198,1.2587,1.1009,0
2.198,1.2587,1.1009,0
2.11,1.1999,1.0463,0
2.11,1.1999,1.0463,0
2.0757,1.1781,1.0265,0
2.0157,1.1416,1.4232,0
1.9519,1.5992,1.3669,0
1.9242,1.5832,1.3427,0
1.8622,2.0504,1.2892,22
1.8339,2.0285,1.2651,22
1.9666,1.9777,1.2192,22
1.9389,1.9521,1.202,22
1.8835,1.8994,1.1699,22
1.8835,1.8994,1.1699,22
2.0804,1.3802,1.1314,0
2.0804,1.3802,1.1314,0
1.9978,1.753,1.5811,0
1.9978,1.753,1.5811,0
1.9396,1.706,1.5374,0
1.9118,1.6837,1.5168,0
1.8524,1.637,1.4739,0
1.8223,1.6135,1.4525,0
1.7583,1.5646,1.4083,0
1.6965,1.5185,1.3672,0
1.6658,1.496,1.3474,0
1.6037,1.4515,1.3087,0
1.6037,1.4515,1.3087,0
1.5131,1.3892,1.2559,0
1.5131,1.3892,1.2559,0
1.4511,1.3486,1.2225,0
1.3902,1.3104,1.1945,0
1.3599,1.2921,1.1698,0
1.2956,1.2549,1.1183,0
1.267,1.7146,1.096,22
1.2068,1.677,1.0499,22
1.2068,1.677,1.0499,22
1.8152,1.6099,1.005,0
2.1084,1.588,0.9923,0
2.0807,1.5706,0.9778,0
2.0198,1.5333,1.0319,0
1.9894,1.5153,1.0062,0
1.9266,1.4795,0.9543,0
1.8639,1.9027,0.9039,22
1.8329,1.8834,0.8797,22
1.8034,1.8587,0.8604,22
1.7433,1.3637,0.8241,0
1.7433,1.3637,0.8241,0
2.0221,1.7462,0.7782,0
1.9913,1.7261,1.3689,0
1.9305,1.6875,1.3226,0
1.9305,1.6875,1.3226,0
1.8334,1.6287,1.2515,0
1.8334,1.6287,1.2515,0
1.7412,1.5766,1.1876,0
1.7412,1.5766,1.1876,0
1.7084,1.9901,1.1659,22
1.6423,1.9477,1.124,22
1.61,1.9275,1.1044,22
1.5582,1.8831,1.2451,22
1.8927,1.8371,1.204,0
1.8686,1.818,1.1876,0
1.8393,1.7978,1.1665,0
1.779,1.7571,1.1245,0
1.779,1.7571,1.1245,0
1.6904,1.6996,1.0663,22
1.6904,1.6996,1.0663,22
2.0214,1.6324,1.2488,0
2.0214,1.6324,1.2488,0
1.9372,1.5732,1.1853,0
1.9372,1.5732,1.1853,0
1.8782,1.5363,1.1413,0
1.8159,1.4991,1.0966,0
1.787,1.4824,1.0765,0
1.7243,1.8158,1.0347,22
1.6962,1.7958,1.0168,22
1.9128,1.7481,1.2648,0
1.9128,1.7481,1.2648,0
1.8253,1.6836,1.2018,0
1.8253,1.6836,1.2018,0
1.732,1.6208,1.1357,0
1.732,1.6208,1.1357,0
1.6956,1.5971,1.1111,0
1.6275,1.5541,1.0667,0
1.5915,1.5321,1.0443,0
1.5232,1.4919,1.0041,0
1.489,1.4726,0.9851,0
1.4276,2.1399,1.2373,22
1.4276,2.1399,1.2373,22
1.3323,2.0816,1.1669,22
1.2777,2.0406,1.1336,22
1.2536,1.3313,1.1196,22
1.2027,1.2964,1.092,22
1.6198,1.2822,1.1818,0
1.5731,1.2542,1.1408,0
1.5731,1.2542,1.1408,0
1.4972,1.212,1.0749,0
1.4972,1.212,1.0749,0
1.437,1.8471,1.0235,22
1.4092,1.8297,1.0002,22
1.3476,1.7871,0.9524,22
1.322,1.7666,0.9349,22
1.2735,1.7271,0.9035,22
1.2519,1.7091,0.8904,22
1.2114,1.6744,0.8676,22
1.1945,1.6595,0.8589,22
1.6734,1.0071,1.1599,0
1.6562,0.9952,1.1442,0
1.6173,0.9709,1.1084,0
1.5937,1.5609,1.0867,0
1.5412,1.5203,1.0386,0
1.5412,1.5203,1.0386,0
1.461,1.4601,0.9664,0
1.461,1.4601,0.9664,0
1.3734,1.3967,0.8895,22
1.3734,1.3967,0.8895,22
1.8157,1.3289,0.8278,0
1.8157,1.3289,0.8278,0
2.3662,1.2843,0.7926,0
2.3366,1.2644,0.7736,0
2.2698,1.221,0.7335,0
2.2401,1.2024,0.7171,0
2.1791,1.1659,1.088,0
2.1174,1.1311,1.0377,0
2.0863,1.6846,1.013,0
2.0215,1.6355,0.9627,0
2.0215,1.6355,0.9627,0
1.9906,1.6126,0.9394,0
1.9224,1.5628,0.8899,0
1.8591,1.5181,0.8465,0
1.8285,1.497,0.8265,0
1.7647,1.4541,0.7874,0
1.7351,1.4348,0.7705,0
1.6683,1.3927,1.1341,0
1.6383,1.3744,1.1092,0
1.5783,1.3393,1.0604,0
1.5783,1.3393,1.0604,0
1.4871,1.8431,0.9891,22
1.4871,1.8431,0.9891,22
2.0185,1.7673,0.9357,0
2.0185,1.7673,0.9357,0
1.961,1.7167,0.9071,0
1.9312,1.6938,0.891,0
1.8652,1.644,1.2681,0
1.8357,1.6221,1.2418,0
1.8007,1.5965,1.211,0
1.7358,1.55,1.1544,0
1.7358,1.55,1.1544,0
1.6402,1.4845,1.0734,0
1.5803,1.4452,1.0242,0
1.5518,1.4271,1.0012,0
1.5518,1.4271,1.0012,0
1.4618,1.3725,0.9312,0
2.0362,1.8632,0.8875,0
2.0058,1.8403,0.8673,0
2.0058,1.8403,0.8673,0
1.9381,1.7902,0.8248,0
1.8729,1.743,0.7874,0
1.8115,1.6998,1.1944,0
1.782,1.6795,1.1676,0
1.7487,1.6568,1.1376,0
1.6863,1.6154,1.0819,0
1.6556,1.5956,1.0548,0
1.5876,1.553,0.9957,0
1.5876,1.553,0.9957,0
1.4969,1.4994,0.9193,22
1.4671,1.4826,0.8948,22
1.4423,1.4621,0.8773,22
2.0457,1.4216,0.8483,0
2.0248,1.4034,0.8377,0
2.0026,1.3829,0.8279,0
1.945,1.3475,0.7946,0
1.8857,1.3129,1.2528,0
1.8578,1.7684,1.2278,0
1.8256,1.7417,1.1991,0
1.764,1.6913,1.145,0
1.7343,1.6671,1.1191,0
2.339,1.6201,1.0687,0
2.339,1.6201,1.0687,0
2.2435,1.5493,0.9936,0
2.2133,1.5275,0.9706,0
2.1464,1.4804,0.9217,0
2.1464,1.4804,0.9217,0
2.0558,1.4195,0.8598,0
2.0558,1.4195,0.8598,0
2.0246,1.3993,0.8399,0
1.9565,1.357,0.7993,0
1.8958,1.3214,1.2614,0
1.8643,1.7761,1.233,0
1.7983,1.7217,1.1744,0
1.7692,1.6979,1.1488,0
2.375,1.6497,1.097,0
2.3438,1.626,1.0716,0
2.2794,1.5779,1.0202,0
2.2794,1.5779,1.0202,0
2.1884,1.5122,0.9508,0
2.1884,1.5122,0.9508,0
2.1521,1.4868,0.9244,0
2.0822,1.4394,0.8758,0
2.0207,1.3995,0.8359,0
1.9925,1.3818,0.8187,0
1.9313,1.3447,0.7838,0
1.9313,1.3447,0.7838,0
1.84,1.7791,1.2108,0
1.84,1.7791,1.2108,0
1.745,2.2118,1.127,22
1.745,2.2118,1.127,22
1.9008,1.6633,1.0623,0
1.9008,1.6633,1.0623,0
1.8443,1.6237,1.0262,0
1.7829,2.0668,0.9847,22
1.7541,2.0497,0.9661,22
1.7056,1.5353,0.9455,0
1.7056,1.5353,0.9455,0
1.9298,1.9445,1.4312,22
1.9298,1.9445,1.4312,22
1.8654,1.8995,1.3866,22
1.8371,1.874,1.3711,22
1.7889,1.3758,1.3488,0
2.1283,1.3523,1.3408,0
2.1015,1.3373,1.3261,0
2.044,1.7434,1.296,0
2.0157,1.725,1.3964,0
1.9823,1.7037,1.3705,0
1.9214,1.6658,1.3242,0
1.8584,1.6282,1.2777,0
