20,2.1036,20,20,20,20,20,1.4147,20,20,20,20,20,20,20,20,32
20,2.0763,20,20,20,20,20,1.3917,20,20,20,20,20,20,20,20,30.5
20,2.0497,20,20,20,20,20,1.3677,20,20,20,20,20,20,20,20,28
1.9993,20,20,20,20,20,1.319,20,20,20,20,20,20,20,20,20,23.5
1.9517,20,20,20,20,20,1.2703,20,20,20,20,20,20,20,20,20,20.5
20,20,20,20,20,20,1.2455,20,20,20,20,20,20,20,20,20,19
20,20,20,20,20,1.1951,2.6039,20,20,20,20,20,20,20,20,20,16.5
20,20,20,20,20,1.1696,20,20,20,20,20,20,20,20,20,20,15
20,20,20,20,20,1.1204,20,20,20,20,20,20,20,20,20,1.8066,13
20,20,20,20,20,1.098,20,20,4.1699,20,20,20,20,20,20,1.7822,12.5
20,20,20,20,20,1.0752,20,20,4.1529,20,20,20,20,20,20,1.7571,12
20,20,20,20,20,1.0304,20,20,4.1188,20,20,20,20,20,20,1.7084,11
20,20,20,20,20,1.0304,20,20,4.1188,20,20,20,20,20,20,1.7084,11
20,20,20,20,20,0.9572,20,4.0619,20,20,20,20,20,20,1.6294,20,9
20,20,20,20,20,0.9356,20,4.0449,20,20,20,20,20,20,1.6065,20,8.5
20,20,20,20,20,0.8892,20,4.0077,20,20,20,20,20,20,1.5566,20,7.5
20,20,20,20,20,0.8892,20,4.0077,20,20,20,20,20,20,1.5566,20,7.5
20,20,20,20,20,2.2125,0.8185,3.9495,20,20,20,20,20,1.4803,20,20,7
20,20,20,20,20,2.1879,0.7965,3.9309,20,20,20,20,20,1.4565,20,20,6.5
20,20,20,20,2.1372,20,0.7522,3.8925,20,20,20,20,20,1.4085,20,20,6
20,20,20,20,2.1117,20,0.7305,3.8732,20,20,20,20,20,1.3847,20,20,6
20,20,20,20,2.0865,20,0.7094,3.8541,20,20,20,20,1.3615,20,20,20,6
20,20,20,20,2.0361,20,20,0.6687,20,20,20,20,1.3161,20,20,20,6
20,20,20,20,2.0361,20,20,0.6687,20,20,20,20,1.3161,20,20,20,6
20,20,20,20,1.9584,20,20,0.6102,20,20,20,20,1.2494,20,20,20,6.5
20,20,20,20,1.9336,20,20,0.5929,20,20,20,1.2291,20,20,20,20,7
20,20,20,20,1.8833,20,20,3.6984,20,20,20,1.1898,20,20,20,20,-6
20,20,20,20,1.8576,20,20,3.6784,20,20,20,1.1707,20,20,20,20,-7
20,20,20,20,20,1.811,20,3.6449,20,20,20,1.1288,20,20,20,20,-6.5
20,20,20,20,20,1.7884,20,3.6289,20,20,20,1.1079,20,20,20,20,-6
20,20,20,20,20,1.7445,20,3.5982,20,20,1.0675,20,20,20,20,20,-6
20,20,20,20,20,1.7222,20,3.5827,20,20,1.047,20,20,20,20,20,-5.5
20,20,20,20,20,20,1.6804,20,3.5539,20,1.0083,20,20,20,20,20,-5
20,20,20,20,20,20,1.6591,20,20,20,0.9887,20,20,20,20,20,-5
20,20,20,20,20,20,1.6181,20,20,20,0.9515,20,20,20,20,20,-5
20,20,20,20,20,20,1.5985,20,20,20,0.9337,20,20,20,20,20,-5
20,20,20,20,20,20,20,1.5575,20,0.8967,20,20,20,20,20,20,-4.5
20,20,20,20,20,20,20,1.538,20,0.8792,20,20,20,20,20,20,-5
20,20,20,20,20,20,20,1.5201,20,20,20,20,20,20,20,20,26
20,20,20,20,20,20,20,1.4857,20,20,20,20,20,20,20,20,27
20,20,20,20,20,20,20,1.4857,20,20,20,20,20,20,20,20,27
20,20,20,20,20,20,20,1.4346,20,20,20,20,20,20,20,20,25.5
20,20,20,20,20,20,20,1.3862,20,20,20,20,20,20,20,20,24.5
20,20,20,20,20,20,1.3382,20,3.2977,20,20,20,20,20,20,20,52
20,20,20,20,20,20,1.314,3.2763,20,20,20,20,20,20,20,20,51
20,20,20,20,20,1.2637,20,3.2291,5.2122,20,20,20,20,20,20,20,45
20,20,20,20,20,1.2386,3.2056,5.1905,7.2185,20,20,20,20,20,20,20,42
20,20,20,20,1.1894,20,3.1597,5.1485,9.301,20,20,20,20,20,20,20,37.5
20,20,20,20,1.1654,3.1374,5.1282,7.1592,3.2068,20,20,20,20,20,20,20,35.5
20,20,20,20,1.1412,3.115,5.1078,7.1398,3.1899,20,20,20,20,20,20,20,34.5
20,20,20,20,1.0887,3.0659,5.0632,3.1531,20,20,20,20,20,20,20,20,31
20,20,20,1.0636,20,3.0425,7.077,3.1357,12.3037,20,20,20,20,20,20,20,30
20,20,20,1.0384,3.0189,5.0203,7.0564,3.1181,13.4007,20,20,20,20,20,20,20,28.5
20,20,20,0.9889,2.9722,4.9778,3.0839,12.2583,11.5294,20,20,20,20,20,20,20,26.5
20,20,20,0.9373,2.9231,4.933,3.0482,11.5012,12.3973,20,20,20,20,20,20,20,24.5
20,20,20,0.9116,4.9105,6.9516,3.0305,11.4871,20,20,20,20,20,20,20,20,23.5
20,20,20,0.8847,4.8867,6.9289,3.0119,11.4721,10.3883,20,20,20,20,20,20,20,23
20,20,20,0.8292,4.837,5.0293,2.9732,10.363,20,20,20,20,20,20,20,20,21
20,20,20,0.779,4.7911,2.9381,11.4114,10.3399,10.9033,20,20,20,20,20,20,20,30
20,20,20,0.779,4.7911,2.9381,11.4114,10.3399,10.9033,20,20,20,20,20,20,20,30
20,20,2.718,0.7296,8.9462,2.9031,11.3819,10.3163,1.5927,20,20,20,20,20,20,20,38.5
20,20,2.6766,0.6904,4.9252,2.8754,10.2979,1.5819,20,20,20,20,20,20,20,20,37.5
20,20,0.6744,4.6908,4.9128,2.8641,10.2906,1.5782,9.3495,20,20,20,20,20,20,20,36.5
20,2.6304,0.649,6.9489,2.847,10.2804,8.6712,1.5754,13.9819,20,20,20,20,20,20,20,34.5
20,2.6304,0.649,6.9489,2.847,10.2804,8.6712,1.5754,13.9819,20,20,20,20,20,20,20,34.5
20,2.5893,0.6151,2.8232,11.3141,10.2663,8.6643,1.5736,8.0629,20,20,20,20,20,20,20,32
20,2.577,0.6057,2.8163,11.3081,8.6625,1.5736,7.2639,20,20,20,20,20,20,20,20,31
2.5536,4.5951,0.5888,2.8035,10.2546,8.6592,1.5745,8.0713,16.2939,20,20,20,20,20,20,20,29.5
2.5425,4.5849,0.5813,2.7975,10.2511,8.6578,1.5753,8.0743,12.705,20,20,20,20,20,20,20,29
2.5216,6.8734,0.5683,10.2448,8.6557,9.345,1.5778,11.8426,14.9641,20,20,20,20,20,20,20,28
4.5574,4.8165,0.563,10.2421,8.6549,1.5793,7.2742,11.8465,11.6214,20,20,20,20,20,20,20,27.5
6.5993,4.8075,0.5559,10.2391,8.6553,1.5842,8.0907,8.2908,7.1789,20,20,20,20,20,20,20,26
6.5942,4.8044,0.5541,10.2387,8.6566,1.5876,8.095,7.1857,20,20,20,20,20,20,20,20,25.5
6.8458,2.7686,0.55,8.6577,9.3532,1.593,11.8686,7.1978,9.5851,20,20,20,20,20,20,10.488,23.5
6.8458,2.7686,0.55,8.6577,9.3532,1.593,11.8686,7.1978,9.5851,20,20,20,20,20,20,10.488,23.5
4.7903,0.548,10.2363,8.6611,1.6023,8.1132,8.3261,7.2151,12.0389,20,20,20,20,20,20,2.4631,21.5
4.7893,0.5487,10.8347,8.6631,1.6059,8.1172,7.2207,9.6106,8.9131,20,20,20,20,20,10.4689,2.46,21
4.7878,0.5491,8.6646,9.3637,1.6092,11.8897,7.2261,8.9197,10.4028,20,20,20,20,20,10.4648,2.4563,20.5
2.7636,0.5506,8.6677,7.3091,1.6151,11.6863,7.2352,8.9305,20,20,20,20,20,20,2.4512,4.5031,18.5
2.7657,0.5541,8.6722,1.6217,8.1342,7.2438,9.6358,8.9402,20,20,20,20,20,20,2.4493,6.56,17
2.7669,0.556,9.3759,1.6249,11.9077,7.248,9.6401,8.9447,13.837,20,20,20,20,20,2.4487,8.7394,15.5
2.7676,0.5573,9.3779,1.6275,11.9106,7.2514,9.6438,8.9486,20,20,20,20,20,10.4547,2.4478,6.833,15.5
10.22,0.5336,9.3539,1.6048,12.7665,7.232,8.9324,13.8274,20,20,20,20,20,10.4325,2.4251,4.7634,13.5
0.5085,8.6255,7.2718,1.5793,11.658,7.2087,8.9117,13.809,20,20,20,20,20,2.4037,4.4554,4.7388,12
0.4825,8.5981,7.2449,1.5528,11.6332,7.1845,8.8902,13.7898,20,20,20,20,20,2.3816,4.4323,4.7132,11
0.4563,8.5704,7.2175,1.5258,8.2694,7.1598,8.8681,13.7701,12.8185,20,20,20,20,2.3595,6.4665,4.6874,10
0.3787,9.1888,1.4443,11.7303,7.0849,9.4856,8.8012,12.7657,6.7466,20,20,20,2.2941,4.3403,6.6578,2.5837,7.5
8.4594,9.1616,1.4178,11.704,7.0605,9.4623,8.7794,6.7295,8.7763,20,20,20,2.2733,4.3183,4.585,2.5578,6.5
8.402,9.1042,1.3622,11.6488,7.0092,8.7336,10.2208,6.694,8.7422,20,20,20,2.2297,4.2717,4.5322,2.503,5
8.402,9.1042,1.3622,11.6488,7.0092,8.7336,10.2208,6.694,8.7422,20,20,20,2.2297,4.2717,4.5322,2.503,5
8.3114,6.9612,1.2746,11.3704,6.9283,8.6615,13.5845,6.6384,10.2512,20,20,20,2.1623,6.2518,4.4492,0.2314,1
8.2809,6.9309,1.2451,11.3423,6.901,8.6371,13.5625,6.6196,10.2337,20,20,20,2.1401,6.2269,4.4215,0.2102,-1
8.2175,6.8685,1.1846,11.285,6.8454,8.5879,13.5185,6.5826,10.1994,20,20,2.0934,4.1233,0.1748,4.3631,2.3275,-7.5
8.2175,6.8685,1.1846,11.285,6.8454,8.5879,13.5185,6.5826,10.1994,20,20,2.0934,4.1233,0.1748,4.3631,2.3275,-7.5
8.1251,8.828,6.7786,1.099,6.7675,8.5205,10.0111,12.5471,6.5344,20,20,2.0228,4.0456,6.0945,4.2759,2.2379,-11.5
8.0966,8.7998,6.7512,1.0732,6.7441,9.1618,8.5005,12.5326,6.5207,20,20,2.0006,4.0212,6.0693,4.2487,2.21,-11
8.0417,8.7457,6.6989,1.0251,6.7009,9.1214,8.4643,13.4106,12.5072,20,20,1.9561,3.9723,6.0193,4.195,2.1554,-9
8.0144,8.719,6.6731,1.0017,7.7835,6.6797,8.4467,13.3956,12.4951,20,20,1.9339,9.9342,3.9478,4.1682,2.1281,-8
10.1571,7.9873,6.6474,7.4797,0.9786,6.6586,8.4291,13.3805,20,20,20,1.9121,9.9108,3.9236,4.1417,2.1011,-7.5
9.5034,7.9308,6.5939,7.4281,0.9312,6.615,8.393,13.3497,20,20,20,1.8666,9.8616,3.8729,6.1409,2.0445,-6
9.5034,7.9308,6.5939,7.4281,0.9312,6.615,8.393,13.3497,20,20,20,1.8666,9.8616,3.8729,6.1409,2.0445,-6
9.4138,7.8425,8.5501,6.5106,12.0217,0.86,8.9789,8.3374,20,20,20,1.7965,9.7847,3.7938,7.9858,3.999,-3.5
9.3834,7.8125,8.5207,6.4825,11.1056,0.8369,8.9579,8.319,20,20,20,1.7728,20,3.7668,7.957,3.9694,-2.5
9.3224,7.7524,8.4616,6.4258,11.0521,0.7913,8.9155,8.2814,13.2544,20,20,1.7267,20,3.7134,7.8997,3.9102,-1.5
9.3224,7.7524,8.4616,6.4258,11.0521,0.7913,8.9155,8.2814,13.2544,20,20,1.7267,20,3.7134,7.8997,3.9102,-1.5
9.2291,7.6603,8.3713,6.3391,10.9703,6.4099,0.7255,8.224,13.2052,20,20,1.6584,20,3.6325,7.8124,3.8201,0.5
9.1983,7.63,8.3415,6.3106,10.9433,6.3871,0.7052,8.2053,13.189,20,20,1.6364,20,3.6059,7.7836,3.7904,1.5
9.1355,7.5679,8.2805,6.252,10.8879,7.4354,6.34,0.6654,13.1553,20,20,1.5933,20,3.5526,7.7254,3.7301,2.5
9.1042,7.5368,8.2499,6.2226,10.8601,7.4111,6.3163,0.6467,13.1383,20,20,1.5725,20,3.5262,7.6965,1.6523,3
9.074,7.5069,8.2204,6.1943,10.8332,7.3875,6.2934,0.6293,13.1216,20,1.5531,20,9.498,3.5011,7.6688,1.6231,3.5
9.0143,7.4475,8.162,6.138,10.7797,7.3406,6.2478,8.0897,13.0884,20,1.5161,20,3.4519,5.4802,5.6731,1.5653,-32
8.9543,7.3879,8.1031,6.0812,10.7256,7.2932,6.2017,8.0511,13.0545,20,1.4812,20,3.4034,5.4288,5.6171,1.5078,-34
8.9267,7.3622,8.0788,6.0595,6.9125,10.5852,6.1886,8.0428,20,20,1.4563,20,20,3.3746,7.5303,1.4787,-32
9.9374,8.9022,7.3399,6.0414,6.8962,10.5732,6.1791,8.6359,8.0381,20,1.4319,20,20,3.3474,5.3722,3.502,-29
1.4032,8.8583,7.301,8.0225,6.0116,6.8699,10.5557,6.1669,11.1047,20,20,1.3829,20,20,3.2948,7.4512,-24
1.3602,9.8488,8.8205,7.2684,7.9934,5.9882,10.6477,7.2462,6.1604,20,20,1.3366,20,20,3.2465,5.2719,-20
3.3855,1.3404,8.8032,7.2537,7.9803,5.9779,6.8413,7.2431,6.1582,20,20,20,1.3146,20,3.2238,5.2496,-18.5
3.3636,1.3197,8.785,7.2381,7.9664,5.967,6.8321,10.5342,7.2396,20,20,20,1.2918,20,9.1977,3.2001,-17.5
3.3212,1.2802,10.6987,8.7505,7.2093,10.937,5.9477,10.5265,11.4845,20,20,20,1.2461,20,20,3.1534,-14.5
5.3339,3.2779,1.2406,8.7159,7.1807,7.9162,5.9295,6.8017,14.7866,20,20,20,1.1981,20,20,3.105,-12
7.2446,3.2529,1.2168,8.6936,7.1608,7.8978,5.914,6.7877,13.8289,20,20,20,1.1757,20,20,3.0795,-11
7.2179,3.2268,1.192,8.6702,7.1398,7.8784,5.8976,6.7731,13.8173,20,20,20,1.1525,20,20,3.0528,-10.5
7.1604,3.1705,1.139,8.6202,9.2406,7.0953,10.8468,5.8634,20,20,20,20,1.1025,20,20,20,-9
7.133,3.1438,9.6048,1.114,9.2183,7.0744,10.8297,5.8474,11.4459,20,20,20,1.0788,20,20,20,-8.5
4.9665,3.1163,10.2633,1.0884,8.5722,7.0528,10.8121,5.831,11.4326,20,20,20,1.0546,20,20,20,-8
4.9099,5.1158,3.0618,1.0382,8.5242,7.0105,7.7596,5.7994,10.4909,20,20,20,1.0066,20,20,20,-6.5
4.8518,5.0595,3.0061,0.9878,8.4755,6.9679,7.7207,5.7679,6.6579,20,20,20,0.9579,20,20,20,-5.5
4.8226,5.0311,2.9781,9.448,0.9627,6.9465,7.7012,5.7522,14.0192,20,20,20,0.9338,20,20,20,-5
4.7937,6.934,2.9505,9.4219,0.9382,6.9254,7.6819,5.7368,14.0048,20,20,20,0.9103,20,20,20,-4.5
4.7316,6.8728,2.8914,9.366,0.8866,9.0105,6.8806,5.7045,13.9744,20,20,20,0.8607,20,20,20,-4.5
4.6709,6.8129,2.8337,9.3115,8.325,0.8378,6.8373,10.639,5.6736,20,20,20,0.8135,20,20,20,-3
4.642,6.7844,2.8063,9.2857,8.3013,0.8152,6.8169,10.6228,5.6593,20,20,0.7915,20,20,20,20,-3
4.6119,6.7547,2.7778,9.2587,8.2765,0.792,6.7955,7.564,11.4681,20,20,0.7693,20,20,20,20,-3
2.5203,6.6914,2.7171,9.2013,10.1469,0.7444,6.7504,7.5232,11.4347,20,20,0.7235,20,20,20,20,-3
2.4888,6.6604,4.7354,2.6876,10.12,8.1983,0.7222,7.5036,11.4187,20,20,0.702,20,20,20,20,-2.5
2.4596,4.487,4.7075,2.6603,9.1475,8.1747,0.7023,7.4855,11.404,20,0.6828,20,20,20,20,20,-2.5
2.3994,4.4269,4.6499,2.6041,9.0943,8.1262,6.6676,0.6637,14.9673,20,0.6452,20,20,20,20,20,-2
2.3386,4.3663,4.592,2.5477,9.041,8.0777,6.6267,0.6285,10.4723,0.6108,20,20,20,20,20,20,-1.5
2.3078,4.3356,4.5627,2.5192,9.0139,8.0531,6.6061,7.3933,0.6121,0.595,20,20,20,20,20,20,-1.5
2.2775,4.3054,4.5339,2.4912,8.9873,8.0289,6.5859,7.3752,10.4401,20,20,20,20,20,20,20,10
2.2126,4.2407,4.4722,2.4316,8.9305,7.9775,6.543,7.3367,10.4064,20,20,20,20,20,20,20,10.5
2.1559,4.1835,4.4162,2.3768,8.8776,7.9284,6.5006,7.2979,10.3713,20,20,20,20,20,20,20,9.5
4.1552,6.3047,4.3884,2.3497,8.8512,7.9039,6.4793,7.2783,14.8208,20,20,20,20,20,20,20,8.5
4.128,6.2775,4.3616,2.3235,9.7838,7.8803,6.4587,7.2594,11.2171,20,20,20,20,20,20,20,8
4.0696,6.2191,4.304,2.2672,9.7304,7.8292,6.4144,7.2185,11.1819,20,20,20,20,20,20,20,7
4.0119,6.1614,4.247,2.2114,7.7786,8.4526,6.3703,7.1778,20,20,20,20,20,20,20,20,5.5
4.0119,6.1614,4.247,2.2114,7.7786,8.4526,6.3703,7.1778,20,20,20,20,20,20,20,20,5.5
3.9524,6.1017,2.154,8.6605,7.7263,8.4032,6.3249,7.136,13.589,20,20,20,20,20,20,20,4.5
3.8933,6.0424,2.0968,8.6046,7.6742,8.3539,6.2797,10.1854,13.5551,20,20,20,20,20,20,20,4
3.8933,6.0424,2.0968,8.6046,7.6742,8.3539,6.2797,10.1854,13.5551,20,20,20,20,20,20,20,4
