7.3851,6.7924,8.334,10.2092,12.8833,11.1957,5.7026,5.8409,20,20,5.2133,2.7131,4.2614,5.4726,1.3955,6.3813,-33
7.3853,6.7925,8.3341,10.2093,12.8834,11.1958,5.7027,5.8409,20,20,5.2133,2.7131,4.2615,5.4727,1.3956,6.3814,-33
7.3845,6.7918,8.3335,10.2087,12.8829,11.1954,5.7023,5.8407,20,20,5.2127,2.7125,4.2608,5.472,1.3949,6.3807,-33
7.3845,6.7918,8.3335,10.2087,12.8829,11.1954,5.7023,5.8407,20,20,5.2127,2.7125,4.2608,5.472,1.3949,6.3807,-33
7.3805,6.788,8.3301,10.2055,12.8801,11.1931,5.7003,5.8393,20,20,5.2093,2.7087,4.2569,5.4679,1.3907,6.3764,-33
7.3773,6.7849,8.3273,10.2029,12.8779,11.1913,5.6987,5.8383,20,20,5.2065,2.7057,4.2538,5.4646,1.3873,6.3731,-32
7.3686,6.7766,8.7518,8.3199,12.8719,11.1864,5.6944,5.8354,20,20,5.1988,2.6975,4.2451,5.4555,4.7247,1.3781,-31.5
7.3686,6.7766,8.7518,8.3199,12.8719,11.1864,5.6944,5.8354,20,20,5.1988,2.6975,4.2451,5.4555,4.7247,1.3781,-31.5
20,6.7582,8.7342,8.3035,13.0645,12.1927,5.6851,7.7895,5.8294,20,5.1816,2.679,4.2258,5.4353,4.704,1.3575,-30
20,6.7508,8.7272,8.297,12.2314,12.1883,5.6815,7.7867,5.8271,20,5.1746,2.6714,4.218,5.4272,20,1.3492,-29
5.5315,7.3234,6.7337,8.2818,10.1601,12.8413,7.6697,5.6732,20,3.2584,20,5.1581,2.6538,5.408,20,1.3299,-27.5
5.5204,7.3129,6.7238,8.2731,10.152,12.8344,11.1565,5.6685,7.7769,3.2502,20,5.1485,2.6435,20,5.3969,1.3186,-27
5.4964,7.2901,6.7023,8.2541,10.1343,12.8194,11.1448,5.6585,7.7695,1.1782,20,5.1274,2.621,4.1655,5.3725,1.294,-36
5.4964,7.2901,6.7023,8.2541,10.1343,12.8194,11.1448,5.6585,7.7695,1.1782,20,5.1274,2.621,4.1655,5.3725,1.294,-36
6.2369,5.4549,7.2517,6.6666,8.2238,10.1064,12.7969,7.6407,5.6455,1.1443,3.1966,5.0874,2.579,4.1222,5.3283,20,-32
6.2217,5.4403,7.2383,6.6544,8.2137,10.0973,12.7898,9.6339,5.642,20,1.1315,20,2.5634,4.1063,20,5.3122,-31
1.2007,5.408,7.2088,6.6274,8.6107,8.1914,12.7741,12.1243,11.1131,20,1.1034,20,5.0392,2.529,4.0711,5.2766,-28
1.1821,5.3905,20,6.6129,8.5971,8.1795,12.1248,12.118,11.1076,20,1.0881,3.137,5.0211,2.5101,4.0519,5.2571,-27
1.1424,6.1306,5.3531,7.1588,6.5818,8.1538,10.043,12.7476,20,20,1.0564,3.1028,20,2.4703,4.0111,20,-24.5
1.1424,6.1306,5.3531,7.1588,6.5818,8.1538,10.043,12.7476,20,20,1.0564,3.1028,20,2.4703,4.0111,20,-24.5
4.4384,1.0962,5.3096,7.1191,6.5457,8.5345,8.1241,12.7269,20,20,1.02,3.0627,20,4.9378,2.4236,3.9633,-21.5
20,1.0704,6.0594,5.2852,7.097,6.5257,8.1077,10.0014,12.7154,20,0.9998,3.0402,20,4.9124,2.3974,3.9364,-20
