Sensor 1,Sensor 2,Sensor 3,Steering Angle
0.5613,0.7045,0.7961,0
0.4761,0.624,2.5174,0
0.4761,0.624,2.5174,0
2.06,0.5478,0.3951,0
2.0263,0.5215,0.3672,0
1.9655,0.4768,0.3202,0
1.9655,0.4768,0.3202,0
1.87,0.4161,0.2604,0
1.8396,1.763,2.2275,-22
1.8101,1.7392,2.2005,-22
1.7482,1.6925,2.1391,-22
1.7223,1.6748,2.1105,-22
1.9788,1.6568,2.0804,-22
1.9245,1.627,2.2417,-22
1.9245,1.627,2.2417,-22
1.8486,1.5865,2.1754,-22
1.8486,1.5865,2.1754,-22
1.7827,1.5339,2.1174,-22
1.739,1.5006,2.0785,-22
1.739,1.5006,2.0785,-22
1.7176,1.4847,2.0594,-22
1.6768,1.4556,2.3408,-22
1.6399,1.4309,2.3099,-22
1.6399,1.4309,2.3099,-22
1.591,1.6316,2.267,0
1.5607,1.6053,2.239,0
1.5607,1.6053,2.239,0
1.5122,1.5645,2.1918,0
1.4872,1.5437,2.1675,0
1.4326,1.4987,2.1144,0
1.4326,1.4987,2.1144,0
1.4459,1.3488,2.033,-22
1.4459,1.3488,2.033,-22
1.3548,1.2671,1.948,-22
1.3245,1.2425,1.9172,-22
1.2723,1.2015,2.0505,-22
1.2723,1.2015,2.0505,-22
1.2109,1.1569,1.9897,-22
1.2109,1.1569,1.9897,-22
1.1774,1.135,1.9534,-22
1.3724,1.1173,1.9174,-22
1.3553,1.1102,1.8998,-22
1.3198,1.0984,1.8612,-22
1.3037,1.0949,1.8428,-22
1.2731,1.0749,1.8054,-22
1.2583,1.0663,1.7856,-22
1.2452,1.0593,2.2477,-22
1.5436,1.049,2.6976,-22
1.5299,1.0461,2.68,-22
1.514,1.0437,3.1052,-22
1.4885,1.0438,3.0669,-22
1.4637,1.1715,3.024,-22
1.4637,1.1715,3.024,-22
1.5677,1.1622,2.4359,-22
1.5677,1.1622,2.4359,-22
1.5152,1.1634,2.3645,-22
1.5152,1.1634,2.3645,-22
1.4822,1.1713,2.3128,-22
1.4673,1.3985,2.2872,-22
1.4364,1.3948,1.155,0
1.4221,1.3946,1.1271,0
1.4221,1.3946,1.1271,0
1.3621,1.3648,1.0711,22
1.7588,1.3131,1.7443,0
1.2879,1.3133,2.088,0
1.2336,1.2784,2.0514,0
1.6481,1.207,2.0339,-22
1.6193,1.1798,2.0161,-22
1.5635,1.1287,1.9753,-22
1.5386,1.1071,1.9523,-22
1.5123,1.085,1.9261,-22
1.9284,1.0512,1.8799,0
2.2645,1.0219,1.5315,0
2.2396,1.0038,1.8127,0
2.2102,0.9827,1.7926,0
2.1506,0.9414,1.7526,0
2.1506,0.9414,1.7526,0
2.0593,0.8823,1.6938,0
2.0593,0.8823,1.6938,0
1.9647,0.8273,1.6359,0
1.9647,0.8273,1.6359,0
1.8694,1.1014,1.5814,0
1.8694,1.1014,1.5814,0
1.7733,1.0285,1.5304,0
1.7429,1.0063,2.2009,-22
1.7116,0.9838,2.1831,-22
1.6518,0.9473,2.1435,-22
1.6249,0.9351,2.1212,-22
1.6249,0.9351,2.1212,-22
1.5273,1.2543,1.363,0
1.5273,1.2543,1.363,0
1.9441,1.2093,1.3139,0
1.9441,1.2093,1.3139,0
1.8868,1.1742,1.935,-22
1.8581,1.1573,1.9173,-22
1.7994,1.3255,1.876,-22
1.744,1.2817,1.8281,-22
1.7189,1.2627,1.8052,-22
1.6692,1.227,1.7575,-22
1.6692,1.227,1.7575,-22
2.1708,1.1808,1.0839,0
2.1708,1.1808,1.0839,0
2.1178,1.1503,1.638,0
2.0923,1.134,1.6194,0
2.0348,1.0986,1.5781,0
2.0066,1.082,1.5583,0
1.9464,1.0483,1.5169,0
1.9157,1.3666,1.4963,0
1.8527,1.3105,1.4551,0
1.8213,1.2827,1.4353,0
1.7569,1.2265,1.3959,0
1.7569,1.2265,1.3959,0
1.6613,1.1449,1.3413,0
1.6289,1.1178,1.3239,0
1.5988,1.0929,1.8904,-22
1.5349,1.0411,1.8447,-22
1.4822,1.0062,1.7933,-22
2.065,0.991,1.7674,0
2.0083,0.9641,1.7134,0
1.9816,0.9489,1.6929,0
1.9816,0.9489,1.6929,0
1.8953,1.3056,1.6278,0
1.8346,1.2517,1.5834,0
1.8047,1.2254,1.562,0
1.7413,1.1704,1.5175,0
1.7413,1.1704,1.5175,0
1.646,1.0898,1.4537,0
1.646,1.0898,1.4537,0
1.6125,1.0621,1.4321,0
1.5498,1.0115,1.3932,0
1.486,0.9618,1.3556,0
2.0545,0.9161,1.3216,0
2.0545,0.9161,1.3216,0
1.9591,0.8536,1.7842,0
1.9591,0.8536,1.7842,0
1.8942,0.815,1.7382,0
1.8323,1.2183,1.6954,0
1.8018,1.1904,1.6748,0
1.737,1.1318,1.6321,0
1.737,1.1318,1.6321,0
1.6414,1.0468,1.5719,0
1.6414,1.0468,1.5719,0
1.5471,0.9653,1.5164,0
1.5471,0.9653,1.5164,0
1.4831,0.9116,1.4811,0
1.4195,0.8599,1.9679,-22
1.3888,0.8355,1.9453,-22
1.9777,0.7994,1.8888,0
1.9777,0.7994,1.8888,0
1.8891,0.7492,1.816,0
1.8522,1.217,1.7883,0
1.8219,1.1892,1.7658,0
1.7577,1.1309,1.7191,0
1.7577,1.1309,1.7191,0
1.6692,1.0518,1.6566,0
1.6377,1.0242,1.635,0
1.6085,0.9988,1.6153,-22
1.5482,0.9472,1.5755,-22
1.5223,0.9276,1.5521,-22
2.1291,0.891,1.5037,0
2.0774,0.8608,1.4576,0
2.7321,0.8452,1.4401,0
2.7046,0.8288,1.4212,0
2.6478,1.3269,1.3834,0
2.6172,1.3001,1.3635,0
2.5878,1.2746,1.345,0
2.5275,1.223,1.3082,0
2.4676,1.1728,1.2737,0
2.4387,1.149,1.2578,0
2.4091,1.1248,1.2421,0
2.3494,1.0772,1.6276,0
2.319,1.0537,1.6028,0
2.2568,1.0067,1.5527,0
2.1975,0.9639,1.5061,0
2.4344,0.9437,1.4835,0
2.3705,0.9037,1.4377,0
2.3705,0.9037,1.4377,0
2.275,1.3775,1.3721,0
2.2429,1.3504,1.3509,0
2.2113,1.324,1.3305,0
2.1478,1.2716,1.2909,0
2.0846,1.2205,1.2535,0
2.0527,1.1953,1.2355,0
2.0215,1.1708,1.2184,0
1.9586,1.1228,1.6629,0
1.9283,1.1003,1.6454,0
1.8624,1.0527,1.6085,0
1.8313,1.031,1.5919,0
1.8011,1.0105,1.5761,0
1.7701,0.9899,2.0365,-22
1.7075,0.9504,2.0013,-22
1.6503,1.4527,1.9636,-22
1.8996,1.4115,1.9206,-22
1.8716,1.3929,1.9001,-22
1.8716,1.3929,1.9001,-22
1.7888,1.3409,1.3896,0
1.763,1.3256,1.3736,0
1.7103,1.2933,1.7855,-22
1.7103,1.2933,1.7855,-22
1.9981,1.3745,1.7298,0
1.9981,1.3745,1.7298,0
1.9257,1.3217,1.6794,0
1.9257,1.3217,1.6794,0
1.8426,1.2614,1.628,0
1.8426,1.2614,1.628,0
1.7531,1.1998,1.576,0
1.7531,1.1998,1.576,0
1.6938,1.1612,1.5435,0
1.6334,1.1239,1.7563,-22
1.6334,1.1239,1.7563,-22
1.5482,1.2374,1.6806,-22
2.5793,1.1978,1.6266,0
2.5524,1.1792,1.6002,0
2.5254,1.1594,1.5766,0
2.4675,1.1183,1.5267,0
2.4367,1.0971,1.5003,0
2.4081,1.0779,1.4761,0
2.3488,1.0398,1.4265,0
2.7193,1.0193,1.3988,0
2.6578,1.2019,1.3509,0
2.5964,1.1507,1.3045,0
2.5964,1.1507,1.3045,0
2.5072,1.0783,1.2396,0
2.4755,1.0533,1.2174,0
2.4461,1.0305,1.1972,0
2.385,0.9845,1.1567,0
2.3533,0.9614,1.1365,0
2.324,0.9405,1.1183,0
2.2631,0.8988,1.0823,0
2.2286,0.8764,1.063,0
2.1678,0.8392,1.4311,0
2.1373,0.8218,1.4096,0
2.1074,1.4472,1.3888,0
2.0446,1.4005,1.3466,0
1.985,1.3575,1.3082,0
1.955,1.3364,1.2896,0
3.0245,1.3162,1.2719,0
2.9911,1.2943,1.253,0
2.9304,1.2561,1.2203,0
2.9304,1.2561,1.2203,0
2.8405,1.2032,1.5614,0
2.8405,1.2032,1.5614,0
2.7499,1.3407,1.5029,0
2.6867,1.2905,1.4643,0
2.6867,1.2905,1.4643,0
2.5959,1.2209,1.4124,0
2.5959,1.2209,1.4124,0
2.5044,1.1544,1.5405,0
2.4685,1.1294,1.5092,0
2.4396,1.1099,1.4843,0
2.7856,1.072,1.4347,0
2.7544,1.0534,1.4094,0
2.7245,1.0361,1.3855,0
2.6643,1.2146,1.3381,0
2.6338,1.1892,1.3146,0
2.5732,1.1395,1.2688,0
2.5118,1.0905,1.2239,0
2.5118,1.0905,1.2239,0
2.4501,1.0428,1.1805,0
2.3901,0.9981,1.14,0
2.3595,0.9761,1.1202,0
2.2971,0.9328,1.0815,0
2.2971,0.9328,1.0815,0
2.2084,0.8761,1.0311,0
2.1754,0.8565,1.4166,0
2.146,0.84,1.3956,0
2.0856,1.4402,1.3534,0
2.0556,1.4181,1.3331,0
1.994,1.374,1.2928,0
2.1513,1.3531,1.2739,0
2.0821,1.3097,1.2351,0
2.0821,1.3097,1.2351,0
1.9839,1.2521,1.5834,0
1.9839,1.2521,1.5834,0
1.8895,1.399,1.5226,0
1.8895,1.399,1.5226,0
1.8232,1.3483,1.482,0
1.7549,1.2974,1.4422,0
1.7549,1.2974,1.4422,0
1.6518,1.224,1.3863,0
1.6195,1.2019,1.37,0
1.5874,1.1804,2.4415,-22
1.5236,1.1391,2.404,-22
1.4929,1.1249,2.3807,-22
1.4354,1.335,1.9726,-22
1.381,1.2968,1.9381,-22
1.381,1.2968,1.9381,-22
1.3309,1.263,1.2084,0
1.2857,1.2337,1.1832,0
1.7264,1.2193,1.1706,0
1.6978,1.2026,1.8483,-22
1.6452,1.1732,1.8187,-22
1.6452,1.1732,1.8187,-22
1.5749,1.1213,1.7633,-22
1.5749,1.1213,1.7633,-22
2.4705,1.0687,1.7147,0
2.4705,1.0687,1.7147,0
2.405,1.0161,1.67,0
2.405,1.0161,1.67,0
2.3264,0.9547,1.621,0
2.3264,0.9547,1.621,0
2.7539,0.9114,1.5867,0
2.7251,0.8912,1.5705,0
2.6622,0.8489,1.5366,0
2.6622,0.8489,1.5366,0
2.5729,0.7944,1.7244,0
2.5729,0.7944,1.7244,0
2.4832,1.1004,1.6615,0
2.4832,1.1004,1.6615,0
2.8783,1.0302,1.6016,0
2.8168,0.9852,1.5632,0
2.7865,0.9638,1.5449,0
2.7865,0.9638,1.5449,0
2.6928,0.9018,1.4911,0
2.6344,0.8665,1.7113,0
2.6344,0.8665,1.7113,0
2.9907,1.1945,1.6662,0
2.9282,1.1476,1.6237,0
2.8963,1.1242,1.6025,0
2.8613,1.0991,1.5796,0
2.799,1.0559,1.5401,0
2.799,1.0559,1.5401,0
2.7005,0.992,1.481,0
2.6368,0.9539,1.4452,0
2.6368,0.9539,1.4452,0
2.5705,1.2842,1.4101,0
2.5399,1.2609,1.6497,0
2.4735,1.2114,1.6021,0
2.4735,1.2114,1.6021,0
2.3801,1.1449,1.5377,0
2.3168,1.1022,1.4959,0
2.3168,1.1022,1.4959,0
2.251,1.0602,1.4543,0
2.251,1.0602,1.4543,0
2.1594,1.0062,1.3995,0
2.1239,1.3511,1.3794,0
2.0612,1.3037,1.3455,0
2.0269,1.2784,1.586,0
1.9647,1.2337,1.5402,0
1.9647,1.2337,1.5402,0
1.8703,1.1691,1.4733,0
1.8703,1.1691,1.4733,0
1.78,1.1118,1.4124,0
1.7466,1.0918,1.3908,0
1.7168,1.0746,1.3719,0
1.6819,1.4168,1.3504,0
1.6216,1.3708,1.3147,0
1.5579,1.3235,1.2791,0
1.5579,1.3235,1.2791,0
1.4694,1.2606,1.8954,-22
1.4394,1.24,1.8767,-22
1.8374,1.2128,1.83,0
1.8374,1.2128,1.83,0
1.7492,1.3106,1.7712,-22
1.7492,1.3106,1.7712,-22
1.7132,1.2793,1.7495,-22
1.6556,1.2352,1.703,-22
1.6274,1.2145,1.6795,-22
1.5816,1.1824,1.6403,-22
2.0988,1.155,1.6019,0
2.0988,1.155,1.6019,0
2.0259,1.1127,1.547,0
2.0259,1.1127,1.547,0
1.9683,1.08,1.507,0
1.9402,1.3961,1.4879,0
1.8784,1.341,1.4471,0
1.8475,1.3137,1.4273,0
1.7844,1.2585,1.3881,0
1.7547,1.2328,1.3704,0
1.693,1.1802,1.3349,0
1.6624,1.1545,1.3181,0
1.5999,1.1027,1.8697,-22
1.5999,1.1027,1.8697,-22
1.513,1.0359,1.8019,-22
2.0925,1.0184,1.7752,0
2.0679,1.0051,1.7528,0
2.017,0.9766,1.7103,0
1.9882,0.9596,1.6889,0
1.9239,1.3331,1.6421,0
1.9239,1.3331,1.6421,0
1.8342,1.2525,1.5789,0
1.7714,1.197,1.5364,0
1.7714,1.197,1.5364,0
1.6813,1.1189,1.4781,0
1.6813,1.1189,1.4781,0
1.6165,1.0641,1.4383,0
1.5835,1.0367,1.4188,0
1.5232,0.9877,1.3847,0
1.5232,0.9877,1.3847,0
1.4312,0.916,1.8696,-22
1.4312,0.916,1.8696,-22
1.9759,0.8645,1.7958,0
1.9505,0.8536,1.771,0
1.9213,0.8373,1.7486,0
1.8885,1.2725,1.7237,0
1.8276,1.2176,1.6783,0
1.7639,1.1609,1.632,0
1.7331,1.1339,1.6101,0
1.6701,1.0792,1.5662,0
1.6701,1.0792,1.5662,0
1.5793,1.0025,1.5055,0
1.5463,0.9753,1.4843,0
1.4868,0.9276,1.4473,0
1.4868,0.9276,1.4473,0
2.0388,0.8575,1.3935,0
2.0388,0.8575,1.3935,0
1.9709,0.8119,1.8598,0
1.9381,0.7911,1.8355,0
1.8747,0.7534,1.7891,0
1.8747,0.7534,1.7891,0
1.7773,1.1519,1.7201,0
1.7433,1.1211,1.6967,0
1.7131,1.0938,1.6763,0
1.6519,1.0392,1.6358,0
1.6209,1.0119,1.6158,0
1.5896,0.9845,1.5959,-22
1.5226,0.9271,1.5549,-22
1.4896,0.8993,1.5354,-22
2.1,0.8652,1.4938,0
2.1,0.8652,1.4938,0
2.0265,0.821,1.4354,0
2.0265,0.821,1.4354,0
1.9426,0.7691,1.3845,0
1.8785,1.2385,1.348,0
1.8785,1.2385,1.348,0
1.8186,1.1844,1.8003,0
1.7893,1.1581,1.7833,0
1.7269,1.1029,1.7484,-22
1.6969,1.0768,1.7321,-22
1.8895,1.033,1.6968,0
1.8636,1.0167,1.677,0
1.8375,1.0017,1.6559,0
1.778,0.9603,1.6243,0
1.7139,0.9183,2.0626,-22
1.6834,0.8993,2.0455,-22
1.6324,1.4227,2.0015,-22
1.9246,1.406,1.5181,0
1.9013,1.392,1.4992,0
1.8525,1.3605,1.4661,0
1.8246,1.3407,1.4517,0
1.7932,1.3187,1.8843,-22
1.733,1.2779,1.8484,-22
1.6995,1.2559,1.829,-22
1.6505,1.2344,1.7861,-22
1.9674,1.3355,1.7401,0
1.9463,1.3232,1.7193,0
1.9463,1.3232,1.7193,0
1.8623,1.2614,1.666,0
1.8623,1.2614,1.666,0
1.773,1.1989,1.6124,0
1.7107,1.1576,1.5771,0
1.6798,1.138,1.5602,0
1.6459,1.117,1.5422,0
1.6153,1.0987,2.6292,-22
1.5553,1.2354,2.5947,-22
1.5294,1.2154,2.5721,-22
1.6467,1.1816,2.5244,-22
1.6467,1.1816,2.5244,-22
1.5709,1.1496,1.3717,0
1.545,1.1422,1.3477,0
1.4973,1.3785,1.3117,0
1.4973,1.3785,1.3117,0
1.4125,1.3129,1.9691,-22
1.4125,1.3129,1.9691,-22
1.3313,1.2605,1.9124,-22
1.3313,1.2605,1.9124,-22
1.3047,1.2472,1.1911,0
1.7254,1.2304,1.1527,0
1.6786,1.2208,1.1182,0
1.6543,1.1979,1.7943,-22
1.6255,1.171,1.777,-22
2.0505,1.1271,1.7418,0
2.0032,1.0895,1.6986,0
1.9792,1.069,1.6835,0
1.9277,1.0257,1.6519,0
2.31,1.0039,1.6362,0
2.31,1.0039,1.6362,0
2.2173,0.9349,1.5869,0
2.2173,0.9349,1.5869,0
2.1213,0.8681,1.7989,0
2.1213,0.8681,1.7989,0
2.0264,0.8082,1.7363,0
1.9608,0.7709,1.6947,0
1.9608,0.7709,1.6947,0
1.9244,1.1094,1.6723,0
1.8545,1.0548,1.6308,0
1.7868,1.0036,1.5925,0
1.7868,1.0036,1.5925,0
1.6942,0.9372,1.5434,0
1.6942,0.9372,1.5434,0
1.5961,0.8723,1.7527,-22
1.5961,0.8723,1.7527,-22
1.5066,1.1965,1.6792,-22
1.5066,1.1965,1.6792,-22
1.4531,1.1645,1.6251,-22
1.4531,1.1645,1.6251,-22
2.3754,1.132,1.3381,0
2.9293,1.1232,1.3153,0
2.8754,1.3202,1.2799,0
2.8471,1.2942,1.2648,0
2.7948,1.2467,1.4097,0
2.7948,1.2467,1.4097,0
2.7048,1.1663,1.3403,0
2.7048,1.1663,1.3403,0
2.6118,1.0856,1.2718,0
2.6118,1.0856,1.2718,0
2.5481,1.032,1.2272,0
2.5194,1.0083,1.2078,0
2.6082,0.9594,1.1681,0
2.5755,0.9357,1.1492,0
2.513,0.8921,1.1148,0
2.513,0.8921,1.1148,0
2.4132,0.8277,1.6876,0
2.3481,0.7899,1.645,0
2.3481,0.7899,1.645,0
2.2545,1.1489,1.5863,0
2.2545,1.1489,1.5863,0
2.1605,1.0836,1.531,0
2.1605,1.0836,1.531,0
2.1246,1.0598,1.511,0
2.057,1.017,1.4748,0
1.9899,0.9774,1.6097,0
1.9598,0.9606,1.5877,0
1.9598,0.9606,1.5877,0
1.8626,1.312,1.519,0
1.8626,1.312,1.519,0
1.7709,1.2503,1.4572,0
1.7353,1.2274,1.4341,0
1.6724,1.1886,1.3946,0
1.6724,1.1886,1.3946,0
1.5765,1.1337,1.3381,0
1.5442,2.211,1.32,22
1.515,2.1926,1.3043,22
1.4563,2.1505,1.4583,0
1.4022,2.1054,1.4235,0
1.4022,2.1054,1.4235,0
1.3157,2.0467,1.3642,0
1.2832,2.0252,1.3428,0
1.254,2.0061,1.324,0
1.6256,1.9685,1.1955,22
1.5957,1.9509,1.1674,22
1.5606,1.9306,1.1347,22
1.5062,1.8877,1.0869,22
1.4538,1.8462,1.0419,22
1.4538,1.8462,1.0419,22
1.8347,1.791,0.9845,0
1.8347,1.791,0.9845,0
2.1299,1.7369,0.9293,0
2.1299,1.7369,0.9293,0
2.041,1.6803,0.8728,0
2.041,1.6803,0.8728,0
1.9764,1.641,0.8354,0
1.9126,1.6038,0.8019,0
1.8809,1.586,1.1114,0
1.8461,1.5669,1.0844,0
1.7825,1.8354,1.0363,22
1.7496,1.8125,1.0121,22
1.7207,1.7875,0.9951,22
1.6634,1.4575,0.964,0
1.6386,1.4404,0.9518,0
1.6386,1.4404,0.9518,0
1.5315,1.6293,1.2516,22
1.5315,1.6293,1.2516,22
1.4489,1.5548,1.1981,22
1.4489,1.5548,1.1981,22
2.9098,1.2713,1.165,0
2.9098,1.2713,1.165,0
2.8347,1.2265,1.3204,0
2.8347,1.2265,1.3204,0
2.8068,1.4013,1.2958,0
2.7509,1.3563,1.2473,0
2.6877,1.3066,1.1933,0
2.6571,1.283,1.1676,0
2.5954,1.2366,1.1167,0
2.5954,1.2366,1.1167,0
2.5067,1.1729,1.0462,0
2.4739,1.1504,1.021,0
2.4444,1.1306,0.9988,0
2.5447,1.0924,0.9557,0
2.514,1.0748,0.9357,0
2.4473,1.6759,0.8943,0
2.3821,1.6308,0.8569,0
2.3504,1.6094,0.84,0
2.3504,1.6094,0.84,0
2.2535,1.5461,1.193,0
2.2176,1.5235,1.1687,0
2.188,1.5054,1.1492,0
2.1244,1.4676,1.1088,0
2.0927,1.4494,1.0895,0
2.0278,1.4138,1.0519,0
2.0278,1.4138,1.0519,0
1.935,1.5348,1.4122,0
1.935,1.5348,1.4122,0
1.8367,1.4634,1.3464,0
1.8019,1.4389,1.3241,0
1.7705,1.4172,1.3045,0
1.6781,1.3555,1.2496,0
1.6781,1.3555,1.2496,0
1.6422,1.3325,1.2295,0
1.5801,1.2942,1.1966,0
1.5143,1.2557,2.252,-22
1.4486,1.2198,2.2134,-22
1.4486,1.2198,2.2134,-22
1.37,1.369,2.1437,-22
1.37,1.369,2.1437,-22
1.3238,1.3467,1.7363,0
1.3238,1.3467,1.7363,0
1.6734,1.2379,1.6672,0
1.6734,1.2379,1.6672,0
1.6153,1.184,1.9716,-22
1.587,1.158,1.9524,-22
1.5327,1.1099,1.9088,-22
1.9661,1.0906,1.8845,0
1.9163,1.0556,1.5261,0
1.9163,1.0556,1.5261,0
2.206,0.9926,1.7736,0
2.1425,0.9487,1.7319,0
2.1425,0.9487,1.7319,0
2.0499,0.889,1.6734,0
2.0499,0.889,1.6734,0
1.9833,0.8498,1.6334,0
1.9211,1.1498,1.5976,0
1.8895,1.1247,1.58,0
1.8561,1.0985,1.5619,0
1.7942,1.0512,1.5298,0
1.7942,1.0512,1.5298,0
1.6975,0.9805,2.1659,-22
1.6342,0.9368,2.1323,-22
1.6051,0.9227,2.1102,-22
1.5468,1.2592,2.0616,-22
1.5468,1.2592,2.0616,-22
1.4726,1.2162,1.9904,-22
1.4726,1.2162,1.9904,-22
1.8874,1.1882,1.2694,0
1.8874,1.1882,1.2694,0
1.8343,1.3654,1.2328,0
1.8343,1.3654,1.2328,0
1.7541,1.2948,1.8237,-22
1.6934,1.2423,1.7855,-22
1.6665,1.2219,1.7625,-22
1.6087,1.181,1.7097,-22
1.6087,1.181,1.7097,-22
2.1089,1.1378,1.6404,0
2.1089,1.1378,1.6404,0
2.0576,1.1098,1.5978,0
2.0329,1.0947,1.5804,0
1.9787,1.0628,1.543,0
1.9515,1.0475,1.5246,0
1.8932,1.3449,1.4862,0
1.8284,1.2872,1.4451,0
1.8284,1.2872,1.4451,0
1.737,1.2072,1.3905,0
1.737,1.2072,1.3905,0
1.6739,1.153,1.3552,0
1.6739,1.153,1.3552,0
1.5833,1.0772,1.8864,-22
1.5512,1.0509,1.8637,-22
1.4937,1.008,1.8171,-22
1.4937,1.008,1.8171,-22
2.0196,0.9602,1.7362,0
2.0196,0.9602,1.7362,0
1.9384,1.3435,1.6629,0
1.9384,1.3435,1.6629,0
1.8539,1.2684,1.5985,0
1.8539,1.2684,1.5985,0
1.7648,1.191,1.5329,0
1.7648,1.191,1.5329,0
1.6656,1.1073,1.4632,0
1.6311,1.0789,1.4398,0
1.6017,1.055,1.4203,0
2.206,1.0292,1.3993,0
2.1438,0.9834,1.3623,0
2.109,0.9588,1.3425,0
2.0441,0.9145,1.3073,0
2.0441,0.9145,1.3073,0
1.9478,0.8542,1.766,0
1.9113,0.8333,1.7392,0
1.8816,1.2665,1.7177,0
1.8212,1.2116,1.6747,0
1.7906,1.184,1.6533,0
1.7266,1.1269,1.6097,0
1.6972,1.101,1.5901,0
1.6345,1.0464,1.5496,0
1.6,1.0169,1.5279,0
1.5706,0.9919,1.5098,0
1.5081,0.9401,1.4728,0
1.478,0.9156,1.4555,0
1.4163,0.8669,1.4218,-22
1.3872,0.8447,1.9016,-22
1.5395,0.8128,1.3644,0
1.5111,0.8,1.3443,0
1.4489,1.2554,1.8019,-22
1.4489,1.2554,1.8019,-22
1.3623,1.1846,1.7434,-22
1.3623,1.1846,1.7434,-22
1.3342,1.1633,1.7215,-22
1.2789,1.1233,1.2002,0
1.5542,1.1048,1.1811,0
1.4988,1.0704,1.1492,0
1.4423,1.0348,1.5854,-22
1.4146,1.018,1.5694,-22
1.3581,0.99,1.5323,-22
1.3581,0.99,1.5323,-22
1.2829,1.0194,1.4741,-22
1.2573,1.0003,1.4542,-22
1.5813,0.9674,1.4182,0
1.5813,0.9674,1.4182,0
1.5036,0.9179,1.3666,0
1.5036,0.9179,1.3666,0
1.4231,0.8694,1.3183,0
1.3894,0.8507,1.2991,0
1.3603,1.012,1.283,0
1.329,0.9843,1.2662,0
1.2666,0.9302,1.6623,-22
1.2015,0.8748,1.6211,-22
1.1743,0.8546,1.5984,-22
1.1743,0.8546,1.5984,-22
1.5043,0.8001,1.5323,-22
1.4534,0.7711,1.4934,-22
1.4294,0.7585,1.4751,-22
1.3834,0.9889,1.4404,-22
1.3609,0.9695,1.4233,-22
1.7813,0.9488,1.405,0
1.7352,0.9124,1.0206,0
1.7352,0.9124,1.0206,0
1.6576,0.8554,1.3133,0
1.6021,0.817,1.273,0
1.6021,0.817,1.273,0
1.5135,0.7609,1.2116,0
1.5135,0.7609,1.2116,0
1.4524,1.0338,1.1715,0
1.4237,1.0084,1.1534,0
1.8173,0.9555,1.1167,0
1.7867,0.9305,1.1,0
1.7867,0.9305,1.1,0
1.6661,0.8363,1.7318,-22
1.6661,0.8363,1.7318,-22
1.5816,0.7816,1.6757,-22
1.9268,0.7684,1.6569,0
1.901,1.1018,1.6397,0
1.869,1.0762,1.6222,0
1.8058,1.0265,1.589,0
1.8058,1.0265,1.589,0
1.7063,0.9516,2.2213,-22
1.6698,0.9254,2.2015,-22
1.6102,0.8882,2.1643,-22
1.6102,0.8882,2.1643,-22
1.5312,1.2204,2.1068,-22
1.5312,1.2204,2.1068,-22
1.4832,1.1868,1.4134,0
1.4438,1.1606,1.3885,0
1.4205,1.1447,1.3758,0
1.8741,1.1103,1.9896,-22
1.8454,1.0933,1.9719,-22
1.8201,1.0831,1.9517,-22
1.7726,1.2805,1.9131,-22
1.7513,1.2632,1.8954,-22
1.7087,1.2294,1.2439,0
1.7087,1.2294,1.2439,0
1.6468,1.1814,1.2034,0
1.6189,1.1592,1.1887,0
1.5936,1.1393,1.7675,-22
1.5394,1.0975,1.7283,-22
2.104,1.0829,1.706,0
2.0769,1.0685,1.6819,0
2.0286,1.0416,1.6427,0
2.0286,1.0416,1.6427,0
1.9401,0.991,1.5799,0
1.8759,1.3109,1.5359,0
1.8759,1.3109,1.5359,0
1.7801,1.2261,1.4733,0
1.7498,1.1996,1.4543,0
1.7186,1.1726,1.4351,0
1.6533,1.117,1.3966,0
1.6533,1.117,1.3966,0
1.5625,1.0417,1.3467,0
1.5625,1.0417,1.3467,0
1.4685,0.967,1.847,-22
1.4374,0.9432,1.8248,-22
1.4122,0.9273,1.8005,-22
1.9783,0.9006,1.7514,0
1.9783,0.9006,1.7514,0
1.8993,1.294,1.6869,0
1.8993,1.294,1.6869,0
1.8053,1.2098,1.6182,0
1.8053,1.2098,1.6182,0
1.7111,1.1273,1.5522,0
1.7111,1.1273,1.5522,0
1.6466,1.0721,1.5089,0
1.5853,1.0209,1.4693,0
1.5549,0.9961,1.4503,0
1.5549,0.9961,1.4503,0
1.4612,0.922,1.3944,0
2.9886,0.8758,1.3603,0
2.9886,0.8758,1.3603,0
2.926,0.8333,1.8352,0
2.895,0.8134,1.8124,0
2.8609,0.7923,1.7875,0
2.7985,0.7565,1.743,0
2.7985,0.7565,1.743,0
2.7026,1.1307,1.677,0
2.6419,1.0753,1.6369,0
2.612,1.0483,1.6177,0
2.5456,0.9893,1.5764,0
2.5456,0.9893,1.5764,0
2.4529,0.909,1.522,0
2.4529,0.909,1.522,0
2.3593,0.8315,1.9833,0
2.3593,0.8315,1.9833,0
2.2679,0.7603,1.9151,0
2.2679,0.7603,1.9151,0
2.2071,0.7163,1.871,0
2.1779,0.6962,1.8502,0
2.1159,0.6565,1.8069,0
2.3514,1.0911,1.766,0
2.3198,1.0704,1.7462,0
2.2534,1.0289,1.706,0
2.2534,1.0289,1.706,0
2.1585,0.9747,1.6516,0
2.1585,0.9747,1.6516,0
2.0938,1.406,1.6167,0
2.0307,1.3678,1.5964,0
1.9994,1.3497,1.5731,0
1.965,1.3303,1.5478,0
1.8975,1.761,1.4993,0
