Sensor 1,Sensor 2,Sensor 3,Steering Angle
1.8975,1.3139,1.6068,0
1.8341,1.2571,1.5632,0
1.8038,1.2302,1.5428,0
1.7698,1.2002,1.5204,0
1.7084,1.1468,1.4811,0
1.6447,1.0923,1.442,0
1.6147,1.0671,1.4244,0
1.5526,1.0158,1.3891,0
1.4914,0.9668,1.9051,-22
1.4914,0.9668,1.9051,-22
2.032,0.9083,1.2982,0
2.032,0.9083,1.2982,0
1.9993,0.8921,1.2742,0
1.9397,0.8572,1.75,0
1.8755,1.2639,1.7018,0
1.8442,1.2357,1.6787,0
1.814,1.2085,1.6567,0
1.7513,1.1529,1.612,0
1.6912,1.1005,1.5704,0
1.6912,1.1005,1.5704,0
1.6003,1.023,1.51,0
1.5693,0.9973,1.4901,0
1.5095,0.9486,1.4531,0
1.4808,0.9258,1.4359,0
1.4501,0.9018,1.4179,0
1.5974,0.8573,1.3848,0
1.5355,0.8162,1.8476,-22
1.5355,0.8162,1.8476,-22
1.4748,0.7837,1.8112,-22
1.4452,1.2559,1.7899,-22
1.3905,1.2122,1.7494,-22
1.3377,1.1718,1.2269,0
1.313,1.1535,1.2097,0
1.2892,1.1347,1.6757,-22
1.2381,1.095,1.6452,-22
1.487,1.0666,1.6069,-22
1.487,1.0666,1.6069,-22
1.4154,1.0322,1.5525,-22
1.3911,1.1134,1.5338,-22
1.3669,1.094,1.515,-22
1.3186,1.0562,1.029,0
1.2945,1.0379,1.0138,0
1.616,1.0017,1.4262,0
1.5901,0.9832,1.4098,0
1.5643,0.9653,1.3939,0
1.5068,0.9265,1.3594,0
1.4776,0.9077,1.3425,0
1.4151,0.8693,1.3079,0
1.4151,0.8693,1.3079,0
1.321,0.978,1.6958,-22
1.321,0.978,1.6958,-22
1.2393,0.9095,1.6376,-22
1.2393,0.9095,1.6376,-22
1.163,0.8522,1.5749,-22
1.5361,0.8272,1.5458,-22
1.5361,0.8272,1.5458,-22
1.5008,0.8054,1.1207,0
1.4391,1.0403,1.0867,0
1.4391,1.0403,1.0867,0
1.3665,0.9764,1.4204,-22
1.3276,0.9428,1.393,-22
1.3276,0.9428,1.393,-22
1.3276,0.9428,1.393,-22
1.6725,0.8748,1.3078,0
1.6431,0.8563,1.2822,0
1.6093,0.8339,1.2568,0
1.5733,0.8111,1.2302,0
1.9951,0.7891,1.2036,0
1.9951,0.7891,1.2036,0
1.9121,1.0439,1.1484,0
1.9121,1.0439,1.1484,0
1.8248,0.9722,1.0943,0
1.8248,0.9722,1.0943,0
1.7378,0.904,1.0455,0
1.7378,0.904,1.0455,0
1.6528,0.8413,1.6935,-22
1.6064,0.809,1.6681,-22
1.9285,0.7882,1.6369,0
1.8857,1.1036,1.6078,0
1.8388,1.0668,1.5824,0
1.8388,1.0668,1.5824,0
1.7442,0.9952,2.2194,-22
1.6968,0.9608,2.193,-22
1.654,0.937,2.1611,-22
1.654,0.937,2.1611,-22
1.5778,1.2724,1.4334,0
1.5441,1.2485,1.4111,0
1.5041,1.2189,1.3893,0
1.4612,1.1879,2.0229,-22
1.4193,1.1585,1.9961,-22
1.8786,1.1389,1.9637,-22
1.8415,1.1231,1.9343,-22
1.8415,1.1231,1.9343,-22
1.7742,1.2956,1.2501,0
1.7452,1.2723,1.2301,0
1.7094,1.2423,1.2108,0
1.6704,1.2101,1.8011,-22
1.6312,1.1781,1.7736,-22
1.5975,1.1546,1.7421,-22
2.1508,1.1347,1.7128,0
2.1198,1.1177,1.6848,0
2.0824,1.0935,1.6575,0
2.0824,1.0935,1.6575,0
2.0019,1.044,1.6,0
1.96,1.02,1.571,0
1.917,1.3542,1.5418,0
1.8692,1.3113,1.5102,0
1.8234,1.2705,1.4807,0
1.7755,1.2283,1.4509,0
1.7298,1.1885,1.4234,0
1.6455,1.1163,1.3754,0
1.6455,1.1163,1.3754,0
1.5553,1.0414,1.8971,-22
1.5553,1.0414,1.8971,-22
1.4719,0.9793,1.8278,-22
1.4719,0.9793,1.8278,-22
2.021,0.9429,1.2269,0
2.021,0.9429,1.2269,0
1.9523,1.3489,1.7003,0
1.9523,1.3489,1.7003,0
1.869,1.2746,1.6354,0
1.869,1.2746,1.6354,0
1.7889,1.2044,1.5749,0
1.7889,1.2044,1.5749,0
1.702,1.1302,1.5114,0
1.702,1.1302,1.5114,0
2.8869,1.0525,1.4457,0
2.8869,1.0525,1.4457,0
2.7977,0.9833,1.3878,0
2.7977,0.9833,1.3878,0
2.7085,0.9185,1.334,0
2.7085,0.9185,1.334,0
2.6206,0.86,1.7968,0
2.6206,0.86,1.7968,0
2.8098,1.262,1.7269,0
2.8098,1.262,1.7269,0
2.7174,1.1793,1.6604,0
2.7174,1.1793,1.6604,0
2.6253,1.0987,1.5969,0
2.6253,1.0987,1.5969,0
2.5366,1.0233,1.5388,0
2.5366,1.0233,1.5388,0
2.4453,0.9486,1.4823,0
2.4453,0.9486,1.4823,0
2.3558,0.879,1.4309,0
2.3558,0.879,1.4309,0
2.2666,0.8142,1.8873,0
2.2666,0.8142,1.8873,0
2.2666,0.8142,1.8873,0
2.1352,0.7299,1.7899,0
2.1352,0.7299,1.7899,0
2.042,1.1456,1.7237,0
2.042,1.1456,1.7237,0
1.9526,1.0901,1.663,0
1.9526,1.0901,1.663,0
1.8746,1.517,1.6125,0
1.8746,1.517,1.6125,0
1.8323,1.4899,1.5861,0
2.0386,1.4387,1.5364,0
2.0386,1.4387,1.5364,0
1.9567,1.8651,1.5048,0
1.9567,1.8651,1.5048,0
1.8661,1.8125,1.4371,0
1.8661,1.8125,1.4371,0
1.8661,1.8125,1.4371,0
1.7265,2.2055,1.3383,22
1.7265,2.2055,1.3383,22
1.6454,2.1484,1.2916,22
1.6454,2.1484,1.2916,22
1.9195,1.6265,1.343,0
1.9195,1.6265,1.343,0
1.8521,1.5785,1.2983,0
1.8521,1.5785,1.2983,0
1.769,1.9747,1.2394,22
1.769,1.9747,1.2394,22
1.6939,1.4687,1.2056,0
1.6939,1.4687,1.2056,0
1.6163,1.8471,1.316,22
1.6163,1.8471,1.316,22
1.916,1.7841,1.2567,0
1.916,1.7841,1.2567,0
1.916,1.7841,1.2567,0
1.8411,1.7219,1.2089,0
1.7557,1.6648,1.1519,0
1.7557,1.6648,1.1519,0
1.6692,1.6096,1.0985,0
1.6692,1.6096,1.0985,0
1.6692,1.6096,1.0985,0
1.5827,1.5575,1.2465,0
1.5827,1.5575,1.2465,0
1.8995,1.9089,1.1752,22
1.8061,1.8488,1.1038,22
1.8061,1.8488,1.1038,22
1.7339,1.7788,1.0654,22
1.7339,1.7788,1.0654,22
2.8676,1.7155,1.0465,0
2.8676,1.7155,1.0465,0
2.3491,1.6509,1.2595,0
2.3082,1.6208,1.2288,0
2.3082,1.6208,1.2288,0
2.2679,1.5916,1.1993,0
2.2256,1.5617,1.1691,0
2.5633,1.5011,1.1089,0
2.5633,1.5011,1.1089,0
2.4711,1.4456,1.0551,0
2.4711,1.4456,1.0551,0
2.3775,1.3933,1.2785,0
2.3775,1.3933,1.2785,0
2.2851,1.6855,1.2083,0
2.2851,1.6855,1.2083,0
2.1908,1.6225,1.1402,0
2.1908,1.6225,1.1402,0
2.098,1.5636,1.0771,0
2.098,1.5636,1.0771,0
2.0069,1.5092,1.0198,0
2.0069,1.5092,1.0198,0
1.9086,1.5426,0.9642,0
1.9086,1.5426,0.9642,0
1.8172,1.4639,1.5823,0
1.8172,1.4639,1.5823,0
1.8172,1.4639,1.5823,0
1.7281,1.389,1.5284,0
1.6363,1.3136,1.4766,0
1.6363,1.3136,1.4766,0
1.5458,1.2416,2.0956,-22
1.5458,1.2416,2.0956,-22
1.5458,1.2416,2.0956,-22
1.4575,1.1788,2.0334,-22
1.8933,1.1419,1.3333,0
1.8933,1.1419,1.3333,0
1.8136,1.324,1.9222,-22
1.8136,1.324,1.9222,-22
1.7297,1.253,1.8592,-22
1.7297,1.253,1.8592,-22
1.6627,1.2022,1.191,0
1.6627,1.2022,1.191,0
1.6004,1.1554,1.1522,0
1.6004,1.1554,1.1522,0
1.561,1.1254,1.718,-22
1.5197,1.0948,1.6875,-22
2.0177,1.045,1.622,0
2.0177,1.045,1.622,0
1.9427,1.3769,1.5611,0
1.9427,1.3769,1.5611,0
1.898,1.337,1.5294,0
1.8529,1.2972,1.4982,0
1.8097,1.2594,1.4691,0
1.7648,1.2205,1.4396,0
1.7648,1.2205,1.4396,0
1.6333,1.1097,1.3585,0
1.6333,1.1097,1.3585,0
1.6333,1.1097,1.3585,0
1.5486,1.0414,1.311,0
1.4989,1.0026,1.842,-22
1.456,0.97,1.8101,-22
1.9843,0.9156,1.7407,0
1.9843,0.9156,1.7407,0
1.9843,0.9156,1.7407,0
1.8997,0.8656,1.6815,0
1.8081,1.2123,1.6202,0
1.8081,1.2123,1.6202,0
1.7161,1.1298,1.5617,0
1.7161,1.1298,1.5617,0
1.6242,1.0492,1.5068,0
1.6242,1.0492,1.5068,0
1.5322,0.9708,1.4557,0
1.5322,0.9708,1.4557,0
1.4414,0.8964,1.9394,-22
1.4414,0.8964,1.9394,-22
1.3551,0.834,1.8676,-22
1.3551,0.834,1.8676,-22
1.9239,0.8015,1.7995,0
1.9239,0.8015,1.7995,0
1.8527,1.2307,1.7341,0
1.8527,1.2307,1.7341,0
1.7672,1.155,1.6665,0
1.7672,1.155,1.6665,0
2.1261,1.082,1.6015,0
2.1261,1.082,1.6015,0
2.0324,1.0082,1.5357,0
2.0324,1.0082,1.5357,0
1.9851,0.9724,1.5038,0
1.9413,0.9402,1.4749,0
1.8474,0.8748,1.4158,0
1.8474,0.8748,1.4158,0
1.7586,0.8185,1.3637,0
1.7586,0.8185,1.3637,0
1.6663,1.2573,1.3139,0
1.6663,1.2573,1.3139,0
1.5796,1.1803,1.7269,-22
1.5796,1.1803,1.7269,-22
1.9793,1.1277,1.6541,0
1.9793,1.1277,1.6541,0
1.9463,1.1076,1.6194,0
1.905,1.0773,1.5856,0
1.8179,1.0164,1.5157,0
1.8179,1.0164,1.5157,0
1.7275,0.9579,1.4453,0
1.7275,0.9579,1.4453,0
1.6386,0.906,1.3786,0
1.6386,0.906,1.3786,0
1.5916,1.1586,1.3444,0
1.547,1.1197,1.3128,0
1.4609,1.0459,1.2543,0
1.4609,1.0459,1.2543,0
1.4609,1.0459,1.2543,0
2.0117,0.9376,1.1717,0
2.0117,0.9376,1.1717,0
1.921,0.871,1.5527,0
1.921,0.871,1.5527,0
1.8304,0.8099,1.4778,0
1.8304,0.8099,1.4778,0
1.8304,0.8099,1.4778,0
1.7009,1.035,1.3744,0
1.7009,1.035,1.3744,0
1.6246,0.9652,1.3158,0
1.6246,0.9652,1.3158,0
1.5369,0.8871,1.2513,0
1.5369,0.8871,1.2513,0
2.1325,0.8127,1.191,0
2.088,0.7771,1.1626,0
2.088,0.7771,1.1626,0
1.9994,0.7099,1.1094,0
1.9994,0.7099,1.1094,0
1.9101,0.6484,1.5362,0
1.9101,0.6484,1.5362,0
1.8204,0.5949,1.4832,0
1.8204,0.5949,1.4832,0
1.7325,1.0741,1.9103,-22
1.7325,1.0741,1.9103,-22
1.9352,1.0049,1.8509,0
1.9352,1.0049,1.8509,0
1.9352,1.0049,1.8509,0
1.8548,0.9477,1.792,0
1.7646,0.8824,1.7394,0
1.7646,0.8824,1.7394,0
1.6509,0.8078,1.678,-22
1.6509,0.8078,1.678,-22
1.5667,1.3312,1.6238,-22
1.5667,1.3312,1.6238,-22
1.8682,1.3073,1.5925,0
1.8027,1.2744,1.5312,0
1.8027,1.2744,1.5312,0
1.719,1.2202,1.4838,0
1.719,1.2202,1.4838,0
1.6855,1.1995,1.4658,0
1.6392,1.1721,1.8671,-22
1.5957,1.2967,1.8393,-22
1.8887,1.2315,1.7755,0
1.8887,1.2315,1.7755,0
1.8887,1.2315,1.7755,0
1.7969,1.1631,1.7208,0
1.7058,1.0989,1.6697,0
1.7058,1.0989,1.6697,0
1.6154,1.0395,2.0366,-22
1.6154,1.0395,2.0366,-22
1.9523,1.2065,1.5612,0
1.9523,1.2065,1.5612,0
1.879,1.1549,1.5089,0
1.879,1.1549,1.5089,0
1.7922,1.0909,1.845,-22
1.7922,1.0909,1.845,-22
1.7076,1.039,1.7773,-22
1.7076,1.039,1.7773,-22
1.8903,1.2704,1.3465,0
1.8903,1.2704,1.3465,0
1.8123,1.2227,1.2929,0
1.8123,1.2227,1.2929,0
1.8123,1.2227,1.2929,0
1.7242,1.1632,1.5727,0
1.6312,1.1046,1.5111,0
1.6312,1.1046,1.5111,0
1.5378,1.051,1.4527,0
1.5378,1.051,1.4527,0
1.4441,1.2769,1.3981,0
1.4441,1.2769,1.3981,0
1.4441,1.2769,1.3981,0
1.3097,1.1766,2.0233,-22
1.3097,1.1766,2.0233,-22
1.2273,1.1257,1.9677,-22
1.2273,1.1257,1.9677,-22
1.6316,1.16,1.9026,-22
1.6316,1.16,1.9026,-22
2.0489,1.1033,1.1571,0
2.0489,1.1033,1.1571,0
1.9772,1.0393,1.7885,0
1.9772,1.0393,1.7885,0
1.8959,0.9685,1.7383,0
1.8959,0.9685,1.7383,0
2.236,0.8921,1.6853,0
2.236,0.8921,1.6853,0
2.1895,0.857,1.6613,0
2.0962,0.7904,1.8582,0
2.0962,0.7904,1.8582,0
2.0962,0.7904,1.8582,0
2.0026,0.7296,1.7969,0
1.9615,0.7051,1.7707,0
1.9615,0.7051,1.7707,0
1.8229,0.9854,1.6874,0
1.8229,0.9854,1.6874,0
1.7264,0.9124,1.6338,0
1.7264,0.9124,1.6338,0
1.6338,0.8469,2.2567,-22
1.6338,0.8469,2.2567,-22
1.5857,0.815,2.2285,-22
1.5857,0.815,2.2285,-22
1.4926,1.159,1.4907,0
1.9422,1.1191,1.4232,0
1.9422,1.1191,1.4232,0
1.8581,1.069,1.3795,0
1.8581,1.069,1.3795,0
1.7663,1.2569,1.956,-22
1.7663,1.2569,1.956,-22
1.6794,1.1825,1.8931,-22
1.6794,1.1825,1.8931,-22
1.64,1.1524,1.8581,-22
1.5661,1.1003,1.7876,-22
1.5661,1.1003,1.7876,-22
2.0926,1.0595,1.7192,0
2.0926,1.0595,1.7192,0
2.0185,1.0198,1.6559,0
2.0185,1.0198,1.6559,0
2.0185,1.0198,1.6559,0
1.8982,1.3256,1.5687,0
1.8982,1.3256,1.5687,0
1.8982,1.3256,1.5687,0
1.7652,1.2086,1.4781,0
1.7652,1.2086,1.4781,0
1.6761,1.1324,1.4214,0
1.6761,1.1324,1.4214,0
1.5882,1.0595,1.3691,0
1.5882,1.0595,1.3691,0
1.5012,0.9902,1.3214,0
1.5012,0.9902,1.3214,0
1.4136,0.9241,1.8105,-22
1.4136,0.9241,1.8105,-22
1.9548,0.8854,1.7357,0
1.9548,0.8854,1.7357,0
1.8776,1.2751,1.6682,0
1.8776,1.2751,1.6682,0
1.7943,1.2016,1.6047,0
1.7494,1.1628,1.5714,0
1.7494,1.1628,1.5714,0
1.6626,1.0892,1.5087,0
1.6196,1.0537,1.4787,0
1.6196,1.0537,1.4787,0
2.1767,0.9855,1.4214,0
2.1304,0.9519,1.3933,0
2.1304,0.9519,1.3933,0
2.0868,0.9213,1.3677,0
2.0411,0.8904,1.342,0
1.9513,0.8343,1.7979,0
1.9513,0.8343,1.7979,0
1.9513,0.8343,1.7979,0
1.8622,1.2419,1.7308,0
1.8622,1.2419,1.7308,0
1.7307,1.1239,1.6359,0
1.7307,1.1239,1.6359,0
1.7307,1.1239,1.6359,0
1.5985,1.0094,1.5462,0
1.5985,1.0094,1.5462,0
1.5985,1.0094,1.5462,0
1.4687,0.9028,1.4651,0
1.4241,0.8679,1.4389,-22
1.4241,0.8679,1.4389,-22
1.9903,0.8147,1.3848,0
1.9903,0.8147,1.3848,0
1.9103,1.2743,1.3313,0
1.9103,1.2743,1.3313,0
1.9103,1.2743,1.3313,0
1.8228,1.1951,1.7456,0
1.7364,1.1185,1.6778,0
1.7364,1.1185,1.6778,0
2.314,1.0439,1.6119,0
2.314,1.0439,1.6119,0
2.2245,0.9726,1.5489,0
2.2245,0.9726,1.5489,0
2.18,0.9385,1.5187,0
2.0909,0.8734,1.4605,0
2.0909,0.8734,1.4605,0
2.0023,0.8137,1.4062,0
2.0023,0.8137,1.4062,0
1.9574,0.7859,1.3801,0
1.869,1.232,1.332,0
1.869,1.232,1.332,0
1.7813,1.1529,1.7336,0
1.7813,1.1529,1.7336,0
1.6947,1.0764,1.6673,0
1.6947,1.0764,1.6673,0
1.6081,1.002,1.6031,0
1.6081,1.002,1.6031,0
2.1843,0.9316,1.5424,0
2.1843,0.9316,1.5424,0
2.1843,0.9316,1.5424,0
2.1029,0.8705,1.4895,0
2.056,0.8372,1.4603,0
1.9639,0.7762,1.406,0
1.9639,0.7762,1.406,0
1.8723,1.2306,1.3565,0
1.8723,1.2306,1.3565,0
1.8723,1.2306,1.3565,0
1.7371,1.1081,2.2572,-22
1.7371,1.1081,2.2572,-22
1.9513,1.0764,1.7392,0
1.9093,1.0473,1.7089,0
1.8649,1.0136,1.6853,0
1.7712,0.9456,2.1129,-22
1.7712,0.9456,2.1129,-22
1.6837,0.8932,2.0555,-22
1.6837,0.8932,2.0555,-22
1.9252,1.3986,1.5332,0
1.9252,1.3986,1.5332,0
1.8442,1.341,1.9392,-22
1.8442,1.341,1.9392,-22
1.7665,1.2907,1.8845,-22
1.7665,1.2907,1.8845,-22
1.7177,1.2649,1.4055,0
1.7177,1.2649,1.4055,0
2.0665,1.2534,1.3889,0
2.0153,1.3626,1.7916,0
1.9597,1.3184,1.7569,0
1.93,1.2953,1.7389,0
1.9007,1.2727,1.7214,0
1.8396,1.2267,1.6861,0
1.8094,1.2045,1.6692,0
1.7439,1.1575,1.6339,0
1.7439,1.1575,1.6339,0
1.6502,1.094,1.8256,-22
1.6502,1.094,1.8256,-22
1.5615,1.0469,1.7447,-22
1.5615,1.0469,1.7447,-22
2.5972,1.1875,1.4954,0
2.5464,1.1506,1.4631,0
2.5226,1.133,1.4502,0
2.4722,1.0967,1.5752,0
2.4722,1.0967,1.5752,0
2.7961,1.0366,1.4984,0
2.7961,1.0366,1.4984,0
2.6993,0.9791,1.4196,0
2.6993,0.9791,1.4196,0
2.6375,1.171,1.3707,0
2.5764,1.1202,1.3235,0
2.5469,1.0961,1.3012,0
2.4844,1.0462,1.2552,0
2.4542,1.0227,1.2335,0
2.4249,1.0003,1.2129,0
2.3643,0.9553,1.1716,0
2.3035,0.9125,1.1322,0
2.3035,0.9125,1.1322,0
2.2146,0.8543,1.0787,0
2.2146,0.8543,1.0787,0
2.1546,0.8189,1.0457,0
2.0962,1.4308,1.3987,0
2.1625,1.4088,1.3773,0
2.629,1.3876,1.3568,0
2.5707,1.3469,1.3175,0
2.5411,1.3268,1.2982,0
2.9794,1.2889,1.262,0
2.9214,1.253,1.2279,0
2.8921,1.2356,1.2114,0
2.8636,1.2193,1.1961,0
2.8146,1.3928,1.546,0
2.755,1.3451,1.5053,0
2.755,1.3451,1.5053,0
2.7253,1.3218,1.4856,0
3.0807,1.2771,1.4482,0
3.0206,1.234,1.4125,0
2.9594,1.1916,1.378,0
2.9287,1.1711,1.3615,0
2.8983,1.1513,1.5186,0
2.8376,1.1133,1.4656,0
2.8078,1.0956,1.44,0
2.8078,1.0956,1.44,0
2.7155,1.2644,1.3617,0
2.655,1.2148,1.3117,0
2.6259,1.1913,1.288,0
2.5918,1.1641,1.2606,0
2.5327,1.1182,1.2141,0
2.5327,1.1182,1.2141,0
2.4399,1.0495,1.1439,0
2.3788,1.0067,1.0999,0
2.3788,1.0067,1.0999,0
2.4835,0.9469,1.0376,0
2.4835,0.9469,1.0376,0
2.4185,0.9111,0.9997,0
2.3551,1.5204,0.9655,0
2.3244,1.4998,0.9501,0
2.3244,1.4998,0.9501,0
2.2245,1.4349,1.2791,0
2.1595,1.395,1.2368,0
2.1595,1.395,1.2368,0
2.1247,1.3745,1.215,0
2.0581,1.3368,1.1751,0
2.0236,1.3182,1.1554,0
1.9614,1.4883,1.1217,0
1.8938,1.4381,1.476,0
1.8633,1.4159,1.4555,0
1.8306,1.3924,1.4338,0
1.766,1.3473,1.3924,0
1.7342,1.3257,1.3727,0
1.6681,1.2821,1.3332,0
1.6681,1.2821,1.3332,0
1.572,1.2225,1.2798,0
1.5401,1.2038,1.2632,0
1.5089,1.186,2.3295,-22
1.446,1.3726,2.2907,-22
1.4135,1.3505,2.2645,-22
1.3583,1.3145,1.8616,-22
1.3583,1.3145,1.8616,-22
1.7408,1.2695,1.812,-22
1.7408,1.2695,1.812,-22
1.6735,1.2213,1.0785,0
1.6735,1.2213,1.0785,0
2.0748,1.1566,1.7256,0
2.0748,1.1566,1.7256,0
1.9908,1.0829,1.6765,0
1.9908,1.0829,1.6765,0
1.9582,1.0548,1.6582,0
1.8914,0.9983,1.6224,0
1.8281,0.9463,1.8716,-22
1.799,0.9229,1.8513,-22
2.222,0.8882,1.8033,0
2.222,0.8882,1.8033,0
2.6244,0.8379,1.7405,0
2.5911,0.818,1.7169,0
2.5612,0.8009,1.6959,0
2.5009,1.1215,1.6547,0
2.4719,1.0981,1.6354,0
2.4378,1.0712,1.6131,0
2.3778,1.025,1.575,0
2.3778,1.025,1.575,0
2.7704,0.9598,1.5212,0
2.7097,0.9194,1.4877,0
2.6798,0.9004,1.7348,0
2.6467,0.8802,1.7102,0
2.617,0.8629,1.6884,0
2.5572,1.1842,1.6456,0
2.5282,1.1609,1.6253,0
2.8774,1.1142,1.5845,0
2.8462,1.0917,1.5649,0
2.7843,1.0486,1.5273,0
2.7527,1.0273,1.5086,0
2.6854,0.984,1.4706,0
2.6538,0.9646,1.4534,0
2.6234,0.9467,1.4375,0
2.5914,0.9285,1.4211,0
2.5286,1.2514,1.6429,0
2.4663,1.2044,1.5998,0
2.4048,1.1595,1.5585,0
2.4048,1.1595,1.5585,0
2.3118,1.0948,1.4989,0
2.3118,1.0948,1.4989,0
2.25,1.0543,1.4613,0
2.2186,1.0345,1.4428,0
2.1582,0.9984,1.4087,0
2.0972,0.9644,1.3762,0
2.0673,1.3021,1.6271,0
2.006,1.256,1.5828,0
1.974,1.2324,1.5601,0
1.9441,1.2108,1.5392,0
1.8833,1.1681,1.4979,0
1.8526,1.1472,1.4775,0
1.7909,1.1067,1.4377,0
1.7287,1.0681,1.3994,0
1.7287,1.0681,1.3994,0
1.6702,1.034,1.365,0
1.638,1.3731,1.3469,0
1.5787,1.3275,1.315,0
1.5196,1.2834,1.9529,-22
1.4592,1.2397,1.9165,-22
1.4592,1.2397,1.9165,-22
1.872,1.2116,1.8744,-22
1.8452,1.1995,1.8544,-22
1.7969,1.3456,1.818,-22
1.7969,1.3456,1.818,-22
1.7334,1.294,1.7686,-22
1.6939,1.2634,1.114,0
1.6939,1.2634,1.114,0
1.6515,1.231,1.0888,0
1.627,1.2121,1.684,-22
1.5719,1.1706,1.6436,-22
2.1132,1.1569,1.6219,0
2.1132,1.1569,1.6219,0
2.0393,1.118,1.5598,0
2.0393,1.118,1.5598,0
1.928,1.3847,1.4813,0
1.928,1.3847,1.4813,0
1.8674,1.3311,1.4404,0
1.8064,1.2779,1.4009,0
1.7758,1.2515,1.3817,0
1.7456,1.2257,1.3632,0
1.7131,1.1981,1.3437,0
1.6543,1.149,1.31,0
1.5944,1.1001,1.2777,0
1.5333,1.0516,1.8166,-22
1.5333,1.0516,1.8166,-22
1.5017,1.0271,1.794,-22
2.0567,0.9967,1.7462,0
2.0087,0.9738,1.7012,0
1.9793,0.957,1.6791,0
1.9191,1.33,1.6344,0
1.8571,1.2745,1.5896,0
1.8259,1.2468,1.5675,0
1.7607,1.1897,1.5224,0
1.7607,1.1897,1.5224,0
1.6986,1.1364,1.481,0
1.6682,1.1106,1.4613,0
1.6078,1.0603,1.4234,0
1.5767,1.0348,1.4046,0
1.5182,0.9881,1.3704,0
1.4586,0.942,1.3376,0
1.4586,0.942,1.3376,0
1.4288,0.9198,1.8556,-22
1.9912,0.8741,1.8072,0
1.9313,0.8405,1.7592,0
1.8994,0.8222,1.7363,0
1.8387,1.2257,1.6936,0
1.8074,1.1972,1.672,0
1.7469,1.1427,1.6313,0
1.6851,1.0878,1.591,0
1.6851,1.0878,1.591,0
1.6531,1.0596,1.5707,0
1.5903,1.0053,1.5322,0
1.5554,0.9755,1.5115,0
1.49,0.921,1.4743,0
1.4277,0.8707,1.4409,-22
1.3974,0.8469,1.9409,-22
1.9927,0.8162,1.3862,0
1.9927,0.8162,1.3862,0
1.9092,0.7689,1.8202,0
1.9092,0.7689,1.8202,0
1.8138,1.1847,1.7479,0
1.7831,1.1569,1.7251,0
1.7526,1.1295,1.7028,0
1.7191,1.0997,1.6785,0
1.6537,1.0421,1.6322,0
1.5913,0.9883,1.5894,0
1.5611,0.9628,1.5691,-22
1.5294,0.9363,1.5482,-22
2.14,0.903,1.5032,0
2.14,0.903,1.5032,0
2.0567,0.8498,1.4388,0
2.0567,0.8498,1.4388,0
2.0567,0.8498,1.4388,0
1.9362,1.2949,1.3616,0
1.9362,1.2949,1.3616,0
2.1019,1.2138,1.3087,0
2.1019,1.2138,1.3087,0
2.0367,1.1597,1.7575,0
1.975,1.1096,1.7235,0
1.9437,1.0846,1.7068,0
1.8781,1.0336,2.1554,-22
1.8479,1.0106,2.1388,-22
1.7953,0.9801,1.6193,0
1.7953,0.9801,1.6193,0
1.7134,0.9326,2.0388,-22
1.6829,0.9146,2.0207,-22
1.6585,1.4503,1.9994,-22
1.9234,1.4176,1.494,0
1.8991,1.4037,1.4735,0
1.8527,1.3747,1.4405,0
1.8527,1.3747,1.4405,0
1.7646,1.3152,1.8401,-22
1.7646,1.3152,1.8401,-22
1.6828,1.2729,1.7746,-22
1.6828,1.2729,1.7746,-22
1.9976,1.3746,1.2991,0
1.9572,1.3525,1.2612,0
1.9324,1.3348,1.2475,0
1.9043,1.3152,1.2325,0
1.8511,1.2789,1.6121,0
1.7931,1.2409,1.5737,0
1.7931,1.2409,1.5737,0
1.8706,1.1859,1.517,0
1.8706,1.1859,1.517,0
1.8028,1.3257,1.4795,0
1.7721,1.3017,1.4633,0
1.7085,1.2527,2.5294,-22
1.6723,1.2255,2.5087,-22
1.61,1.1848,2.4678,-22
1.61,1.1848,2.4678,-22
1.5278,1.1493,1.3172,0
1.5278,1.1493,1.3172,0
1.4509,1.3507,1.9736,-22
1.4509,1.3507,1.9736,-22
1.3474,1.2745,2.2691,-22
1.3474,1.2745,2.2691,-22
1.3212,1.2596,1.8953,-22
1.2748,1.2369,1.8543,-22
1.6929,1.2218,1.8137,-22
1.6724,1.2168,1.7932,-22
1.6533,1.2001,1.0837,0
2.1058,1.1828,1.0631,0
2.0491,1.1354,1.7047,0
2.0491,1.1354,1.7047,0
1.975,1.0717,1.6594,0
1.975,1.0717,1.6594,0
1.8951,1.005,1.6132,0
1.8521,0.9702,1.5895,0
2.2039,0.9348,1.8435,0
2.2039,0.9348,1.8435,0
2.1102,0.8694,1.781,0
2.0638,0.839,1.7511,0
2.0171,0.81,1.7218,0
1.9722,0.7837,1.6943,0
1.9249,0.758,1.6662,0
1.8798,1.0775,1.6403,0
1.833,1.0409,1.6142,0
1.788,1.0064,1.5901,0
1.7404,0.971,1.5656,0
1.6951,0.9382,1.8209,-22
1.6471,0.9048,1.7884,-22
1.6036,0.8842,1.7489,-22
1.5629,0.8691,1.7092,-22
1.5629,0.8691,1.7092,-22
1.4881,1.2024,1.391,0
1.9487,1.1862,1.3583,0
1.9111,1.1619,1.3371,0
2.3678,1.1378,1.3161,0
2.3258,1.113,1.4944,0
2.3258,1.113,1.4944,0
2.2388,1.2564,1.4281,0
2.2388,1.2564,1.4281,0
2.892,1.1738,1.3642,0
2.892,1.1738,1.3642,0
2.7994,1.0929,1.3039,0
